collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,collection.reference_no,10_my_bin
47031,ETE,"M. Carrano","n. gen.",Aardonyx,,Sauropodomorpha,12502,"Jurassic 1"
47032,ETE,"M. Carrano",,Massospondylus,,,25375,"Jurassic 1"
47032,ETE,"M. Carrano",,Massospondylus,?,Plateosauridae,25375,"Jurassic 1"
47033,ETE,"M. Carrano",,Massospondylus,,,12503,"Jurassic 1"
47034,ETE,"M. Carrano",,Edmontosaurus,,,23425,"Cretaceous 8"
47034,ETE,"M. Carrano",,Tyrannosaurus,,,23425,"Cretaceous 8"
47057,ETE,"M. Carrano",,Minmi,,,12524,"Cretaceous 4"
47058,ETE,"M. Carrano",,Muttaburrasaurus,,,12525,
47059,ETE,"M. Carrano","n. gen.",Trinisaura,,,12528,"Cretaceous 7"
47059,ETE,"M. Carrano",,Antarctopelta,,Ankylosauridae,12528,"Cretaceous 7"
47065,ETE,"M. Carrano",,Dryosaurus,,,12534,"Jurassic 5"
47065,ETE,"M. Carrano",,Diplodocus,,,12534,"Jurassic 5"
47065,ETE,"M. Carrano",,Camarasaurus,,,12534,"Jurassic 5"
47070,ETE,"M. Carrano",,Euhelopus,"n. gen.",Dinosauria,40224,
47071,PaleoDB,"M. Carrano","n. gen.",Omeisaurus,,Sauropoda,15531,
47072,PaleoDB,"M. Carrano",,Szechuanosaurus,,Theropoda,15531,
47072,PaleoDB,"M. Carrano",?,Omeisaurus,,Sauropoda,15531,
47076,ETE,"M. Carrano","n. gen.",Szechuanosaurus,"n. gen.",Szechuanosaurus,12540,"Jurassic 6"
47076,ETE,"M. Carrano","n. gen.",Chienkosaurus,"n. gen.",Chienkosaurus,12540,"Jurassic 6"
47076,ETE,"M. Carrano","n. gen.",Sinocoelurus,"n. gen.",Sinocoelurus,12540,"Jurassic 6"
47076,ETE,"M. Carrano",cf.,Sinocoelurus,cf.,Sinocoelurus,12540,"Jurassic 6"
47076,ETE,"M. Carrano",cf.,Omeisaurus,,,12540,"Jurassic 6"
47077,ETE,"M. Carrano",cf.,Omeisaurus,,,12540,"Jurassic 6"
47081,ETE,"M. Carrano",,Yunnanosaurus,,,12541,"Jurassic 1"
47081,ETE,"M. Carrano",,Lufengosaurus,,Gyposaurus,12541,"Jurassic 1"
47101,ETE,"M. Carrano",,Gryposaurus,,,10628,
47123,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12585,"Jurassic 6"
47127,ETE,"M. Carrano",,Triceratops,,Triceratops,12568,"Cretaceous 8"
47128,ETE,"M. Carrano",cf.,Triceratops,cf.,Triceratops,12569,"Cretaceous 8"
47130,ETE,"M. Carrano",cf.,Torosaurus,,,12570,"Cretaceous 8"
47134,ETE,"M. Carrano",,Mamenchisaurus,,,12571,
47135,ETE,"M. Carrano","n. gen.",Glacialisaurus,,Prosauropoda,14703,
47135,ETE,"M. Carrano","n. gen.",Cryolophosaurus,,Tetanurae,14703,
47136,PaleoDB,"M. Carrano",cf.,Carcharodontosaurus,,,12577,"Cretaceous 5"
47136,PaleoDB,"M. Carrano","n. gen.",Paralititan,,,12577,"Cretaceous 5"
47137,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12562,"Jurassic 6"
47138,ETE,"M. Carrano",,Dicraeosaurus,,,12585,"Jurassic 6"
47139,ETE,"M. Carrano",,Janenschia,,Gigantosaurus,12585,"Jurassic 6"
47140,ETE,"M. Carrano",,Tornieria,,Barosaurus,12582,"Jurassic 6"
47141,ETE,"M. Carrano",?,Giraffatitan,?,Brachiosaurus,12603,"Jurassic 6"
47141,ETE,"M. Carrano",,Dicraeosaurus,,,12603,"Jurassic 6"
47142,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12562,"Jurassic 6"
47143,ETE,"M. Carrano",,Kentrosaurus,,,12585,"Jurassic 6"
47143,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12585,"Jurassic 6"
47144,ETE,"M. Carrano",,Kentrosaurus,,,12560,"Jurassic 6"
47145,ETE,"M. Carrano",,Kentrosaurus,,,12603,"Jurassic 6"
47145,ETE,"M. Carrano",,Janenschia,,Tornieria,12603,"Jurassic 6"
47145,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12603,"Jurassic 6"
47146,ETE,"M. Carrano",,Elaphrosaurus,,,18585,"Jurassic 5"
47146,ETE,"M. Carrano","n. gen.",Dysalotosaurus,,,18585,"Jurassic 5"
47146,ETE,"M. Carrano",,Kentrosaurus,,Kentrurosaurus,18585,"Jurassic 5"
47146,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,18585,"Jurassic 5"
47147,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,36770,
47147,ETE,"M. Carrano",,Kentrosaurus,,Kentrurosaurus,36770,
47148,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,36770,"Jurassic 5"
47149,ETE,"M. Carrano","n. gen.",Dicraeosaurus,,,36770,"Jurassic 5"
47151,ETE,"M. Carrano",,Dicraeosaurus,,,12611,"Jurassic 5"
47151,ETE,"M. Carrano",,Ceratosaurus,,Labrosaurus,12611,"Jurassic 5"
47151,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12611,"Jurassic 5"
47151,ETE,"M. Carrano","n. gen.",Kentrosaurus,,,12611,"Jurassic 5"
47151,ETE,"M. Carrano",,Tornieria,,Barosaurus,12611,"Jurassic 5"
47153,ETE,"M. Carrano",,Janenschia,,Gigantosaurus,12560,"Jurassic 5"
47153,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12560,"Jurassic 5"
47153,ETE,"M. Carrano",,Dicraeosaurus,,,12560,"Jurassic 5"
47153,ETE,"M. Carrano","n. gen.",Elaphrosaurus,,,12560,"Jurassic 5"
47154,ETE,"M. Carrano",,Janenschia,,Gigantosaurus,51607,"Jurassic 6"
47155,ETE,"M. Carrano",,Kentrosaurus,,Kentrurosaurus,12560,"Jurassic 6"
47155,ETE,"M. Carrano","n. gen.",Ostafrikasaurus,,,12560,"Jurassic 6"
47156,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12560,"Jurassic 6"
47157,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12560,"Jurassic 6"
47158,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12560,"Jurassic 6"
47159,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12561,
47160,ETE,"M. Carrano",,Tornieria,,Barosaurus,12560,"Jurassic 6"
47161,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12560,"Jurassic 6"
47181,ETE,"M. Carrano","n. gen.",Tornieria,"n. gen.",Gigantosaurus,51607,"Jurassic 6"
47182,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12606,"Jurassic 6"
47182,ETE,"M. Carrano",,Dicraeosaurus,,,12606,"Jurassic 6"
47183,ETE,"M. Carrano",,Dicraeosaurus,,,36770,"Jurassic 6"
47184,ETE,"M. Carrano",,Dicraeosaurus,,,12606,"Jurassic 6"
47185,ETE,"M. Carrano",,Dicraeosaurus,,,12606,"Jurassic 6"
47185,ETE,"M. Carrano",,Dicraeosaurus,,,12606,"Jurassic 6"
47189,PaleoDB,"J. Head",,Saurornitholestes,,Saurornitholestes,12614,"Cretaceous 7"
47190,ETE,"M. Carrano","n. gen.",Yaverlandia,cf.,Proodon,18692,"Cretaceous 2"
47193,PaleoDB,"J. Head",,Parasaurolophus,,,12618,"Cretaceous 7"
47195,ETE,"J. Head",,Coelosaurus,,Ornithomimus,12620,"Cretaceous 7"
47195,ETE,"J. Head",,Daspletosaurus,,,12620,"Cretaceous 7"
47196,ETE,"M. Carrano",cf.,Camarasaurus,,,12622,
47196,ETE,"M. Carrano",,Othnielosaurus,?,Nanosaurus,12622,
47196,ETE,"M. Carrano",,Camptosaurus,,,12622,
47196,ETE,"M. Carrano",,Allosaurus,,Antrodemus,12622,
47197,ETE,"M. Carrano",,Anchisaurus,,Anchisaurus,10620,"Jurassic 1"
47197,ETE,"M. Carrano",,Anchisaurus,,Anchisaurus,10620,"Jurassic 1"
47197,ETE,"M. Carrano",,Anchisaurus,,Anchisaurus,10620,"Jurassic 1"
47198,ETE,"M. Carrano",,Coelophysis,,,12624,"Jurassic 1"
47199,ETE,"M. Carrano","n. gen.",Anchisaurus,"n. gen.",Megadactylus,23643,"Jurassic 1"
47201,ETE,"J. Head",,Parasaurolophus,,,14762,"Cretaceous 7"
47344,ETE,"M. Carrano",,Osmakasaurus,,Camptosaurus,7478,"Cretaceous 2"
47345,ETE,"M. Carrano",,Hoplitosaurus,,Stegosaurus,17162,"Cretaceous 2"
47345,ETE,"M. Carrano",,Osmakasaurus,,Camptosaurus,17162,"Cretaceous 2"
47346,ETE,"M. Carrano","n. gen.",Tenontosaurus,,,13525,"Cretaceous 4"
47346,ETE,"M. Carrano",,Deinonychus,,,13525,"Cretaceous 4"
47346,ETE,"M. Carrano","n. gen.",Microvenator,,,13525,"Cretaceous 4"
47347,ETE,"M. Carrano",?,Tenontosaurus,,,7478,"Cretaceous 3"
47362,ETE,"M. Carrano","n. gen.",Sarcolestes,,,14154,"Jurassic 5"
47363,ETE,"M. Carrano",,Priodontognathus,,Iguanodon,14179,"Jurassic 5"
47364,ETE,"M. Carrano","n. gen.",Dracopelta,,,12698,"Jurassic 6"
47419,ETE,"M. Carrano",,Magnoavipes,,,25566,"Cretaceous 4"
47419,ETE,"M. Carrano",,Caririchnium,,,25566,"Cretaceous 4"
47420,ETE,"M. Carrano",,Dacentrurus,,Omosaurus,13120,"Jurassic 5"
47421,ETE,"M. Carrano","n. gen.",Dacentrurus,"n. gen.",Omosaurus,14124,"Jurassic 5"
47422,ETE,"M. Carrano",,Loricatosaurus,,Dacentrurus,13121,"Jurassic 5"
47423,ETE,"M. Carrano",,Dacentrurus,,Dacentrurus,12728,"Jurassic 5"
47424,ETE,"M. Carrano",,Polacanthus,,Craterosaurus,12746,"Cretaceous 1"
47430,ETE,"M. Carrano",,Dacentrurus,,Omosaurus,45822,
47430,ETE,"M. Carrano",,Lusotitan,,Brachiosaurus,45822,
47625,ETE,"M. Carrano",,Sarcolestes,,,12771,"Jurassic 5"
47626,ETE,"M. Carrano","n. gen.",Stygimoloch,,,12772,"Cretaceous 8"
47627,ETE,"M. Carrano","n. gen.",Pachycephalosaurus,"n. gen.",Pachycephalosaurus,12773,"Cretaceous 8"
47628,ETE,"M. Carrano",,Pachycephalosaurus,,Pachycephalosaurus,12319,"Cretaceous 8"
47628,ETE,"M. Carrano","n. gen.",Denversaurus,,Edmontonia,12319,"Cretaceous 8"
47628,ETE,"M. Carrano",,Pachycephalosaurus,,,12319,"Cretaceous 8"
47629,ETE,"M. Carrano",,Stegoceras,,Ornatotholus,12772,"Cretaceous 7"
47782,ETE,"J. Head",cf.,Rhabdodon,,,25139,"Cretaceous 7"
47782,ETE,"J. Head",,Struthiosaurus,,Nodosauridae,25139,"Cretaceous 7"
47784,PaleoDB,"R. Whatley",,Troodon,,,5929,"Cretaceous 7"
47784,PaleoDB,"R. Whatley",,Saurornitholestes,,,5929,"Cretaceous 7"
47784,PaleoDB,"R. Whatley",,Paronychodon,,,5929,"Cretaceous 7"
47784,PaleoDB,"R. Whatley",,Richardoestesia,,,5929,"Cretaceous 7"
47787,PaleoDB,"J. Head",,Pachyrhinosaurus,,,12790,"Cretaceous 7"
47787,PaleoDB,"J. Head",aff.,Edmontosaurus,,,12790,"Cretaceous 7"
47787,PaleoDB,"J. Head",,Troodon,,,12790,"Cretaceous 7"
47791,PaleoDB,"R. Whatley",,Richardoestesia,,,5930,"Cretaceous 7"
47793,PaleoDB,"R. Whatley",,Continuoolithus,,,16643,"Cretaceous 7"
47793,PaleoDB,"R. Whatley",,Prismatoolithus,,,16643,"Cretaceous 7"
47793,PaleoDB,"R. Whatley",,Saurornitholestes,,,16643,"Cretaceous 7"
47794,PaleoDB,"R. Whatley",,Dromaeosaurus,,,5929,"Cretaceous 7"
47794,PaleoDB,"R. Whatley",,Paronychodon,,,5929,"Cretaceous 7"
47794,PaleoDB,"R. Whatley",,Richardoestesia,,,5929,"Cretaceous 7"
47794,PaleoDB,"R. Whatley",,Troodon,,,5929,"Cretaceous 7"
47794,PaleoDB,"R. Whatley",cf.,Thescelosaurus,,,5929,"Cretaceous 7"
47794,PaleoDB,"R. Whatley",,Saurornitholestes,,,5929,"Cretaceous 7"
47795,PaleoDB,"R. Whatley",,Dromaeosaurus,,,5929,"Cretaceous 7"
47795,PaleoDB,"R. Whatley",,Paronychodon,,,5929,"Cretaceous 7"
47795,PaleoDB,"R. Whatley",,Richardoestesia,,,5929,"Cretaceous 7"
47795,PaleoDB,"R. Whatley",cf.,Thescelosaurus,,,5929,"Cretaceous 7"
47795,PaleoDB,"R. Whatley",,Troodon,,,5929,"Cretaceous 7"
47795,PaleoDB,"R. Whatley",,Saurornitholestes,,,5929,"Cretaceous 7"
47796,PaleoDB,"J. Head","n. gen.",Velocisaurus,,,12794,"Cretaceous 6"
47798,PaleoDB,"J. Head",,Neuquenornis,,,12795,"Cretaceous 6"
47807,PaleoDB,"R. Whatley",,Troodon,,,5929,"Cretaceous 7"
47807,PaleoDB,"R. Whatley",,Saurornitholestes,,,5929,"Cretaceous 7"
47809,PaleoDB,"R. Whatley",,Richardoestesia,,,5929,"Cretaceous 7"
47809,PaleoDB,"R. Whatley",cf.,Thescelosaurus,,,5929,"Cretaceous 7"
47809,PaleoDB,"R. Whatley",,Troodon,,,5929,"Cretaceous 7"
47809,PaleoDB,"R. Whatley",,Saurornitholestes,,,5929,"Cretaceous 7"
47811,PaleoDB,"R. Whatley",,Richardoestesia,,,5929,"Cretaceous 7"
47811,PaleoDB,"R. Whatley",,Troodon,,,5929,"Cretaceous 7"
47811,PaleoDB,"R. Whatley",,Saurornitholestes,,,5929,"Cretaceous 7"
47812,PaleoDB,"R. Whatley",,Dromaeosaurus,,Dromaeosaurus,5929,"Cretaceous 7"
47812,PaleoDB,"R. Whatley",,Continuoolithus,,,5929,"Cretaceous 7"
47812,PaleoDB,"R. Whatley",,Troodon,,,5929,"Cretaceous 7"
47812,PaleoDB,"R. Whatley",,Saurornitholestes,,,5929,"Cretaceous 7"
47813,ETE,"M. Carrano",,Iguanodon,,,12804,"Cretaceous 2"
47814,PaleoDB,"R. Whatley",,Saurornitholestes,,,16643,"Cretaceous 7"
47814,PaleoDB,"R. Whatley",,Paronychodon,,,16643,"Cretaceous 7"
47814,PaleoDB,"R. Whatley",,Richardoestesia,,,16643,"Cretaceous 7"
47815,PaleoDB,"J. Head",,Alamosaurus,,,12807,"Cretaceous 7"
47816,PaleoDB,"R. Whatley",cf.,Thescelosaurus,,,16643,"Cretaceous 7"
47816,PaleoDB,"R. Whatley",,Saurornitholestes,,,16643,"Cretaceous 7"
47816,PaleoDB,"R. Whatley",,Dromaeosaurus,,,16643,"Cretaceous 7"
47816,PaleoDB,"R. Whatley",,Paronychodon,,,16643,"Cretaceous 7"
47816,PaleoDB,"R. Whatley",,Richardoestesia,,,16643,"Cretaceous 7"
47816,PaleoDB,"R. Whatley",,Continuoolithus,,Dinosauria,16643,"Cretaceous 7"
47816,PaleoDB,"R. Whatley",,Spheroolithus,,,16643,"Cretaceous 7"
47816,PaleoDB,"R. Whatley",,Porituberoolithus,,,16643,"Cretaceous 7"
47817,PaleoDB,"J. Head",,Alamosaurus,,,12807,"Cretaceous 8"
47818,PaleoDB,"J. Head",,Alamosaurus,,,12807,"Cretaceous 7"
47819,PaleoDB,"J. Head",,Alamosaurus,,,12807,"Cretaceous 7"
47820,PaleoDB,"J. Head",,Alamosaurus,,,12807,"Cretaceous 7"
47821,PaleoDB,"J. Head",,Prenocephale,,,12808,"Cretaceous 7"
47893,ETE,"M. Carrano",,Megaloolithus,,,12831,"Cretaceous 8"
48124,ETE,"M. Carrano",,Allosaurus,,,12888,
48124,ETE,"M. Carrano",,Mymoorapelta,,,12888,
48125,ETE,"M. Carrano","n. gen.",Ozraptor,"n. gen.",Ozraptor,12890,
48127,ETE,"M. Carrano",,Allosaurus,,Laelaps,15653,
48127,ETE,"M. Carrano","n. gen.",Camarasaurus,,,15653,
48128,ETE,"M. Carrano",,Apatosaurus,,Morosaurus,13078,
48128,ETE,"M. Carrano",,Allosaurus,,Laelaps,13078,
48129,ETE,"M. Carrano",,Camarasaurus,,Amphicoelias,4402,"Jurassic 6"
48129,ETE,"M. Carrano","n. gen.",Hypsirhophus,"n. gen.",Hypsirophus,4402,"Jurassic 6"
48129,ETE,"M. Carrano","n. gen.",Allosaurus,"n. gen.",Epanterias,4402,"Jurassic 6"
48129,ETE,"M. Carrano",,Camarasaurus,,Camarasaurus,4402,"Jurassic 6"
48129,ETE,"M. Carrano",,Amphicoelias,,Amphicoelias,4402,"Jurassic 6"
48130,ETE,"M. Carrano","n. gen.",Camptosaurus,"n. gen.",Symphyrophus,12893,
48146,ETE,"M. Carrano",,Camarasaurus,,,12893,
48147,ETE,"M. Carrano",,Camarasaurus,,,12893,
48148,ETE,"M. Carrano",,Amphicoelias,,,12893,
48148,ETE,"M. Carrano",,Camarasaurus,,,12893,
48149,ETE,"M. Carrano",,Camarasaurus,,,13268,
48153,ETE,"M. Carrano",,Camarasaurus,,Amphicoelias,13078,
48154,ETE,"M. Carrano","n. gen.",Amphicoelias,,,33920,
48155,ETE,"M. Carrano",,Haplocanthosaurus,,,12893,"Jurassic 5"
48156,ETE,"M. Carrano",,Preprismatoolithus,,Prismatoolithus,14689,"Jurassic 5"
48156,ETE,"M. Carrano",?,Dryosaurus,,,14689,"Jurassic 5"
48157,ETE,"M. Carrano",,Preprismatoolithus,,Prismatoolithus,12893,
48158,ETE,"M. Carrano",,Camarasaurus,,Amphicoelias,33920,
48160,PaleoDB,"M. Carrano",,Allosaurus,,,12893,"Jurassic 5"
48160,PaleoDB,"M. Carrano",,Stegosaurus,,,12893,"Jurassic 5"
48161,ETE,"M. Carrano",,Camarasaurus,,,14309,
48161,ETE,"M. Carrano",,Stegosaurus,,,14309,
48161,ETE,"M. Carrano",,Dryosaurus,,,14309,
48161,ETE,"M. Carrano",,Apatosaurus,,,14309,
48162,ETE,"M. Carrano",,Diplodocus,,,12893,
48162,ETE,"M. Carrano",,Allosaurus,,,12893,
48162,ETE,"M. Carrano",,Camarasaurus,,,12893,
48163,ETE,"M. Carrano",,Diplodocus,,,12893,
48164,ETE,"M. Carrano",,Stegosaurus,,,12893,
48166,ETE,"M. Carrano",,Nanosaurus,,Othnielia,12893,
48166,ETE,"M. Carrano",,Diplodocus,,,12893,
48168,ETE,"M. Carrano","n. gen.",Nanosaurus,,,12893,
48169,ETE,"M. Carrano",,Diplodocus,,,12893,
48170,ETE,"M. Carrano",,Stegosaurus,,,12893,"Jurassic 5"
48171,ETE,"M. Carrano",,Torvosaurus,,,12893,"Jurassic 5"
48172,ETE,"M. Carrano",,Allosaurus,,,12893,"Jurassic 5"
48174,ETE,"M. Carrano","n. gen.",Neuquenraptor,,Maniraptora,14755,"Cretaceous 6"
48193,PaleoDB,"K. Johnson",,Tyrannosaurus,,,7941,"Cretaceous 8"
48235,PaleoDB,"K. Johnson","n. gen.",Anzu,,,7941,"Cretaceous 8"
48326,ETE,"M. Carrano","n. gen.",Cedarosaurus,,,12918,"Cretaceous 2"
48342,ETE,"M. Carrano",,Dicraeosaurus,,,12607,"Jurassic 6"
48342,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48343,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48344,ETE,"M. Carrano",,Dicraeosaurus,,,12607,"Jurassic 6"
48344,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48344,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12607,"Jurassic 6"
48345,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12607,"Jurassic 6"
48345,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48346,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48347,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48348,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48349,ETE,"M. Carrano",,Dicraeosaurus,,,12607,"Jurassic 6"
48349,ETE,"M. Carrano",,Janenschia,,Gigantosaurus,12607,"Jurassic 6"
48349,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48349,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12607,"Jurassic 6"
48349,ETE,"M. Carrano",?,Brachiosaurus,,,12607,"Jurassic 6"
48349,ETE,"M. Carrano","n. gen.",Australodocus,,,12607,"Jurassic 6"
48350,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12607,"Jurassic 6"
48350,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48350,ETE,"M. Carrano",,Tornieria,,Barosaurus,12607,"Jurassic 6"
48351,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48352,ETE,"M. Carrano",,Kentrosaurus,,,12607,
48353,ETE,"M. Carrano",,Kentrosaurus,,,12607,
48354,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12607,
48354,ETE,"M. Carrano",,Kentrosaurus,,,12607,
48355,ETE,"M. Carrano",,Kentrosaurus,,,12607,
48356,ETE,"M. Carrano",,Kentrosaurus,,,12607,
48357,ETE,"M. Carrano",,Kentrosaurus,,,12607,
48358,ETE,"M. Carrano",,Kentrosaurus,,,12607,"Jurassic 6"
48358,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12607,"Jurassic 6"
48359,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12585,"Jurassic 6"
48360,ETE,"M. Carrano",,Janenschia,,Gigantosaurus,12585,"Jurassic 6"
48361,ETE,"M. Carrano",,Janenschia,,Gigantosaurus,12585,"Jurassic 6"
48363,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12585,"Jurassic 6"
48364,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12603,"Jurassic 6"
48367,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12603,"Jurassic 6"
48370,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12603,
48371,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12602,
48374,ETE,"M. Carrano",,Dicraeosaurus,,Dicraeosaurus,12585,"Jurassic 6"
48374,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12585,"Jurassic 6"
48375,ETE,"M. Carrano",,Dicraeosaurus,,,12585,
48377,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12603,"Jurassic 6"
48378,ETE,"M. Carrano",,Kentrosaurus,,,12603,
48378,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12603,
48379,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12603,
48380,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12603,
48381,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12585,
48382,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12585,
48383,ETE,"M. Carrano",,Dicraeosaurus,,Dicraeosaurus,12585,
48384,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12585,
48385,ETE,"M. Carrano",,Tornieria,,Barosaurus,12603,"Jurassic 6"
48385,ETE,"M. Carrano",,Dicraeosaurus,,,12603,"Jurassic 6"
48385,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12603,"Jurassic 6"
48386,ETE,"M. Carrano",?,Elaphrosaurus,,,12615,"Jurassic 6"
48387,ETE,"M. Carrano",,Kentrosaurus,,,12603,"Jurassic 5"
48387,ETE,"M. Carrano",,Dicraeosaurus,,,12603,"Jurassic 5"
48387,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12603,"Jurassic 5"
48388,ETE,"M. Carrano",,Giraffatitan,,Brachiosaurus,12585,"Jurassic 5"
48389,ETE,"M. Carrano",,Majungasaurus,,Majungatholus,8733,"Cretaceous 8"
48390,ETE,"M. Carrano",,Massospondylus,,,12925,"Jurassic 1"
48391,ETE,"M. Carrano",,Massospondylus,,,12926,"Jurassic 1"
48391,ETE,"M. Carrano",,Stormbergia,,Lesothosaurus,12926,"Jurassic 1"
48391,ETE,"M. Carrano",,Syntarsus,,Syntarsus,12926,"Jurassic 1"
48392,ETE,"M. Carrano","n. gen.",Coelophysis,"n. gen.",Syntarsus,12927,"Jurassic 1"
48461,ETE,"M. Carrano","n. gen.",Patagonykus,,Theropoda,14266,"Cretaceous 6"
48549,PaleoDB,"M. Carrano",,Triceratops,,,12319,"Cretaceous 8"
48549,PaleoDB,"M. Carrano",,Trachodon,,,12319,"Cretaceous 8"
48551,PaleoDB,"M. Carrano",,Ornithomimus,,,48210,"Cretaceous 8"
48565,ETE,"M. Carrano",,Diplodocus,,Diplodocus,12961,
48570,ETE,"M. Carrano",,Hadrosaurus,,Hadrosaurus,15621,"Cretaceous 8"
48570,ETE,"M. Carrano","n. gen.",Dryptosaurus,"n. gen.",Laelaps,15621,"Cretaceous 8"
48618,ETE,"M. Carrano",,Euoplocephalus,,,24421,"Cretaceous 7"
48618,ETE,"M. Carrano",,Stegoceras,,Stegoceras,24421,"Cretaceous 7"
48619,ETE,"M. Carrano",,Stegoceras,,Ornatotholus,12772,"Cretaceous 7"
48620,ETE,"M. Carrano",,Stegoceras,,,24421,"Cretaceous 7"
48622,ETE,"M. Carrano",?,Thescelosaurus,,,14862,"Cretaceous 8"
48622,ETE,"M. Carrano",,Thescelosaurus,,Thescelosaurus,14862,"Cretaceous 8"
48624,PaleoDB,"M. Carrano",,Parksosaurus,,Thescelosaurus,19270,"Cretaceous 8"
48626,ETE,"M. Carrano","n. gen.",Thescelosaurus,,,13458,"Cretaceous 8"
48627,ETE,"M. Carrano",,Thescelosaurus,,Thescelosaurus,18598,"Cretaceous 8"
48628,ETE,"M. Carrano",,Thescelosaurus,,Thescelosaurus,12974,"Cretaceous 8"
48629,PaleoDB,"M. Carrano",,Thescelosaurus,,,12319,"Cretaceous 8"
48682,PaleoDB,"M. Uhen","n. gen.",Appalachiosaurus,,Albertosaurus,12201,"Cretaceous 7"
48686,ETE,"M. Carrano",,Hesperonychus,,,29426,"Cretaceous 7"
48688,ETE,"M. Carrano",,Juratyrant,,Stokesosaurus,25823,"Jurassic 6"
48720,ETE,"M. Carrano","n. gen.",Struthiosaurus,"n. gen.",Pleuropeltus,12805,"Cretaceous 7"
48720,ETE,"M. Carrano","n. gen.",Struthiosaurus,"n. gen.",Danubiosaurus,12805,"Cretaceous 7"
48720,ETE,"M. Carrano",,Mochlodon,,Iguanodon,12805,"Cretaceous 7"
48720,ETE,"M. Carrano",,Zalmoxes,,Lacerta,12805,"Cretaceous 7"
48720,ETE,"M. Carrano",,Struthiosaurus,"n. gen.",Struthiosaurus,12805,"Cretaceous 7"
48720,ETE,"M. Carrano",,Struthiosaurus,?,Hylaeosaurus,12805,"Cretaceous 7"
48720,ETE,"M. Carrano",,Struthiosaurus,,Scelidosaurus,12805,"Cretaceous 7"
48720,ETE,"M. Carrano",,Zalmoxes,,Iguanodon,12805,"Cretaceous 7"
48720,ETE,"M. Carrano","n. gen.",Rhabdodon,"n. gen.",Ornithomerus,12805,"Cretaceous 7"
48720,ETE,"M. Carrano","n. gen.",Rhadinosaurus,"n. gen.",Rhadinosaurus,12805,"Cretaceous 7"
48720,ETE,"M. Carrano","n. gen.",Rhabdodon,"n. gen.",Oligosaurus,12805,"Cretaceous 7"
48722,PaleoDB,"M. Carrano","n. gen.",Bauxitornis,,,15353,"Cretaceous 6"
