collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,collection.reference_no,10_my_bin
53967,ETE,"M. Carrano",,Teinurosaurus,"n. gen.",Teinurosaurus,42894,"Jurassic 6"
53976,ETE,"M. Carrano",,Stegoceras,,Troodon,14571,"Cretaceous 7"
53980,ETE,"M. Carrano",,Kritosaurus,,Kritosaurus,14580,"Cretaceous 7"
53981,ETE,"M. Carrano",,Chasmosaurus,,,38106,"Cretaceous 7"
53982,ETE,"M. Carrano",,Pentaceratops,,Ceratopsidae,38106,"Cretaceous 7"
53996,ETE,"M. Carrano",,Hypacrosaurus,,Lambeosaurinae,14583,"Cretaceous 7"
53999,ETE,"M. Carrano",,Cerasinops,,Ceratopsia,38107,"Cretaceous 7"
54000,ETE,"M. Carrano",,Cerasinops,,Leptoceratops,14586,"Cretaceous 7"
54002,ETE,"M. Carrano",,Nanotyrannus,,Gorgosaurus,14592,"Cretaceous 8"
54003,ETE,"M. Carrano",,Jeholosauripus,,,14594,"Cretaceous 3"
54005,ETE,"M. Carrano",,Phuwiangosaurus,,,31132,
54079,ETE,"M. Carrano","n. gen.",Labocania,,,14601,"Cretaceous 7"
54080,ETE,"M. Carrano",,Thescelosaurus,,,12623,"Cretaceous 8"
54081,ETE,"M. Carrano",,Thescelosaurus,,,12623,"Cretaceous 8"
54083,ETE,"M. Carrano",,Carcharodontosaurus,,,14609,"Cretaceous 7"
54083,ETE,"M. Carrano",,Spinosaurus,,,14609,"Cretaceous 7"
54095,ETE,"M. Carrano",,Nemegtomaia,"n. gen.",Ingenia,14617,"Cretaceous 8"
54103,ETE,"M. Carrano",,Alamosaurus,,,14618,"Cretaceous 8"
54104,ETE,"M. Carrano","n. gen.",Nodocephalosaurus,,,14623,"Cretaceous 7"
54105,ETE,"M. Carrano",,Triceratops,,,14627,"Cretaceous 8"
54105,ETE,"M. Carrano",cf.,Triceratops,,,14627,"Cretaceous 8"
54105,ETE,"M. Carrano",,Tyrannosaurus,,,14627,"Cretaceous 8"
54105,ETE,"M. Carrano",?,Dromaeosaurus,,,14627,"Cretaceous 8"
54139,ETE,"M. Carrano",,Albertosaurus,,,14626,
54141,ETE,"M. Carrano",,Caririchnium,,,14518,"Cretaceous 4"
54143,ETE,"M. Carrano",,Caririchnium,,,14518,"Cretaceous 4"
54176,ETE,"M. Carrano",,Edmontosaurus,,Anatosaurus,14648,"Cretaceous 8"
54177,ETE,"M. Carrano",,Triceratops,,,14648,"Cretaceous 8"
54178,ETE,"M. Carrano",,Edmontosaurus,,Anatosaurus,12385,"Cretaceous 8"
54179,ETE,"M. Carrano",,Triceratops,,,14648,"Cretaceous 8"
55192,ETE,"M. Carrano","n. gen.",Heyuannia,,,14652,"Cretaceous 8"
55194,ETE,"M. Carrano",,Magnoavipes,,,14666,"Cretaceous 4"
55194,ETE,"M. Carrano",,Caririchnium,,,14666,"Cretaceous 4"
55196,ETE,"M. Carrano",,Caririchnium,,,14666,"Cretaceous 4"
55196,ETE,"M. Carrano",,Magnoavipes,,,14666,"Cretaceous 4"
55197,ETE,"M. Carrano",,Caririchnium,,,19038,"Cretaceous 4"
55198,ETE,"M. Carrano",,Caririchnium,,,14666,"Cretaceous 4"
55198,ETE,"M. Carrano",,Magnoavipes,,,14666,"Cretaceous 4"
55199,ETE,"M. Carrano",,Caririchnium,,,14666,"Cretaceous 4"
55200,ETE,"M. Carrano",,Caririchnium,,,19038,"Cretaceous 4"
55200,ETE,"M. Carrano",,Magnoavipes,,,19038,"Cretaceous 4"
55201,ETE,"M. Carrano",,Caririchnium,,,14666,"Cretaceous 4"
55201,ETE,"M. Carrano",,Magnoavipes,,,14666,"Cretaceous 4"
55202,ETE,"M. Carrano",,Caririchnium,,,14666,"Cretaceous 4"
55203,ETE,"M. Carrano",,Caririchnium,,,14666,"Cretaceous 4"
55203,ETE,"M. Carrano",,Magnoavipes,,,14666,"Cretaceous 4"
55204,ETE,"M. Carrano",,Caririchnium,,,14666,"Cretaceous 4"
55204,ETE,"M. Carrano",,Magnoavipes,,,14666,"Cretaceous 4"
55205,ETE,"M. Carrano",,Caririchnium,,,19038,"Cretaceous 4"
55235,ETE,"M. Carrano",,Brontopodus,,Sauropoda,14683,"Jurassic 6"
55246,ETE,"M. Carrano",,Microvenator,,,14710,"Cretaceous 4"
55246,ETE,"M. Carrano",,Deinonychus,,,14710,"Cretaceous 4"
55246,ETE,"M. Carrano",,Sauropelta,,Nodosauridae,14710,"Cretaceous 4"
55253,ETE,"M. Carrano",aff.,Protoceratops,,,14738,
55254,ETE,"M. Carrano",,Bactrosaurus,,,14738,
55256,ETE,"M. Carrano",,Shuvuuia,,Mononykus,14738,"Cretaceous 7"
55256,ETE,"M. Carrano",,Velociraptor,,Velociraptor,14738,"Cretaceous 7"
55256,ETE,"M. Carrano",,Protoceratops,,Protoceratops,14738,"Cretaceous 7"
55256,ETE,"M. Carrano",,Pinacosaurus,,,14738,"Cretaceous 7"
55256,ETE,"M. Carrano","n. gen.",Elsornis,,,14738,"Cretaceous 7"
55257,ETE,"M. Carrano",,Tarbosaurus,,,14738,"Cretaceous 8"
55257,ETE,"M. Carrano",,Saurolophus,,,14738,"Cretaceous 8"
55257,ETE,"M. Carrano",,Gallimimus,,,14738,"Cretaceous 8"
55257,ETE,"M. Carrano",,Nomingia,,,14738,"Cretaceous 8"
55258,ETE,"M. Carrano",,Gallimimus,,,14738,"Cretaceous 8"
55258,ETE,"M. Carrano",,Tarbosaurus,,,14738,"Cretaceous 8"
55258,ETE,"M. Carrano",aff.,Gobipteryx,,,14738,"Cretaceous 8"
55260,ETE,"M. Carrano",,Eubrontes,,Anchisauripus,14758,"Jurassic 1"
55260,ETE,"M. Carrano",,Eubrontes,,,14758,"Jurassic 1"
55260,ETE,"M. Carrano",,Eubrontes,,Grallator,14758,"Jurassic 1"
55264,ETE,"M. Carrano","n. gen.",Megaraptor,,Tetanurae,14755,"Cretaceous 6"
55266,ETE,"M. Carrano",,Montanoceratops,,Leptoceratops,14769,"Cretaceous 8"
55267,ETE,"M. Carrano",,Montanoceratops,,,14768,"Cretaceous 8"
55268,ETE,"M. Carrano",,Majungasaurus,,,14771,"Cretaceous 8"
55268,ETE,"M. Carrano",,Masiakasaurus,,,14771,"Cretaceous 8"
55269,ETE,"M. Carrano",,Masiakasaurus,,,14771,"Cretaceous 8"
55270,ETE,"M. Carrano",,Majungasaurus,,,14771,"Cretaceous 8"
55271,ETE,"M. Carrano","n. gen.",Vahiny,,,14771,"Cretaceous 8"
55271,ETE,"M. Carrano",,Majungasaurus,,,14771,"Cretaceous 8"
55272,ETE,"M. Carrano","n. gen.",Unenlagia,,Maniraptora,14755,"Cretaceous 6"
55274,ETE,"M. Carrano",,Psittacosaurus,,Protiguanodon,14779,
55274,ETE,"M. Carrano",?,Psittacosaurus,?,Psittacosaurus,14779,
55274,ETE,"M. Carrano",,Psittacosaurus,,Psittacosaurus,14779,
55286,ETE,"M. Carrano",,Triceratops,,,6835,"Cretaceous 8"
55287,ETE,"M. Carrano",,Tyrannosaurus,,,6835,"Cretaceous 8"
55289,ETE,"M. Carrano",,Alamosaurus,,,6835,"Cretaceous 8"
55295,ETE,"M. Carrano",,Parasaurolophus,,,28704,"Cretaceous 7"
55297,ETE,"M. Carrano",cf.,Torvosaurus,,Allosaurus,14789,
55306,ETE,"M. Carrano","n. gen.",Jeholosauripus,,,14778,
55317,ETE,"M. Carrano",,Gryposaurus,,Kritosaurus,14884,"Cretaceous 7"
55320,ETE,"A. Behrensmeyer",,Apatosaurus,,,14803,
55320,ETE,"A. Behrensmeyer",,Diplodocus,,,14803,
55320,ETE,"A. Behrensmeyer",,Camarasaurus,,,14803,
55323,ETE,"M. Carrano",,Stegosaurus,,,14966,
55323,ETE,"M. Carrano",,Apatosaurus,,,14966,
55325,ETE,"M. Carrano",,Brontopodus,cf.,Brontopodus,28125,"Jurassic 5"
55328,ETE,"M. Carrano",,Psittacosaurus,,,44099,"Cretaceous 4"
55329,ETE,"M. Carrano",,Stegosaurus,,,14818,
55329,ETE,"M. Carrano",,Camarasaurus,,,14818,
55329,ETE,"M. Carrano",,Camarasaurus,,,14818,
55330,ETE,"M. Carrano",,Allosaurus,,,14822,
55331,ETE,"M. Carrano",,Anomoepus,,,23479,"Jurassic 1"
55331,ETE,"M. Carrano",,Eubrontes,,Grallator,23479,"Jurassic 1"
55331,ETE,"M. Carrano",,Eubrontes,,Anchisauripus,23479,"Jurassic 1"
55331,ETE,"M. Carrano",,Eubrontes,,,23479,"Jurassic 1"
55334,ETE,"M. Carrano","n. gen.",Peloroplites,,Nodosauridae,16850,
55334,ETE,"M. Carrano",,Cedarpelta,,,16850,
55335,ETE,"M. Carrano",,Erectopus,,Megalosaurus,19137,"Cretaceous 4"
55335,ETE,"M. Carrano",,Hylaeosaurus,,Hylaeosaurus,19137,"Cretaceous 4"
55336,ETE,"M. Carrano",,Erectopus,,Megalosaurus,46182,"Cretaceous 4"
55337,ETE,"M. Carrano",,Erectopus,aff.,Cionodon,19137,"Cretaceous 4"
55338,ETE,"M. Carrano",,Betasuchus,,Megalosaurus,14128,"Cretaceous 8"
55339,ETE,"M. Carrano","n. gen.",Fabrosaurus,"n. gen.",Fabrosaurus,14838,"Jurassic 1"
55339,ETE,"M. Carrano",,Lesothosaurus,,,14838,"Jurassic 1"
55340,ETE,"M. Carrano","n. gen.",Stormbergia,,Heterodontosaurus,25375,"Jurassic 1"
55342,ETE,"M. Carrano",,Lesothosaurus,,,10598,"Jurassic 1"
55343,ETE,"M. Carrano",,Massospondylus,,,25375,"Jurassic 1"
55343,ETE,"M. Carrano",,Lesothosaurus,,Lesothosaurus,25375,"Jurassic 1"
55349,ETE,"M. Carrano","n. gen.",Hesperosaurus,,Stegosauridae,14842,"Jurassic 5"
55350,ETE,"M. Carrano",,Marshosaurus,,Megalosauridae,46207,
55351,ETE,"M. Carrano","n. gen.",Mapusaurus,,Carcharodontosauridae,14845,
55352,ETE,"M. Carrano",,Centrosaurus,cf.,Monoclonius,18553,"Cretaceous 7"
55353,ETE,"M. Carrano",,Triceratops,,,14848,"Cretaceous 8"
55353,ETE,"M. Carrano",,Tyrannosaurus,,,14848,"Cretaceous 8"
55354,ETE,"M. Carrano",,Triceratops,,,14848,"Cretaceous 8"
55355,ETE,"M. Carrano",,Triceratops,,,14848,"Cretaceous 8"
55357,ETE,"M. Carrano",?,Piveteausaurus,,Theropoda,14861,"Jurassic 5"
55358,ETE,"M. Carrano",,Saurolophus,,Hadrosaurinae,18578,"Cretaceous 8"
55359,ETE,"M. Carrano",,Saurolophus,,Saurolophinae,14863,"Cretaceous 8"
55363,ETE,"M. Carrano",,Richardoestesia,,Richardoestesia,14866,"Cretaceous 8"
55363,ETE,"M. Carrano",cf.,Troodon,,Troodon,14866,"Cretaceous 8"
55363,ETE,"M. Carrano",,Atrociraptor,,Dromaeosauridae,14866,"Cretaceous 8"
55363,ETE,"M. Carrano",,Hypacrosaurus,,Hadrosauridae,14866,"Cretaceous 8"
55363,ETE,"M. Carrano","n. gen.",Albertonykus,,,14866,"Cretaceous 8"
55363,ETE,"M. Carrano",,Albertosaurus,,,14866,"Cretaceous 8"
55364,ETE,"M. Carrano","n. gen.",Alnashetri,,,14869,"Cretaceous 5"
55364,ETE,"M. Carrano","n. gen.",Buitreraptor,,,14869,"Cretaceous 5"
55384,ETE,"M. Carrano",?,Magnapaulia,?,Dinosauria,3120,"Cretaceous 7"
55385,ETE,"M. Carrano",,Edmontosaurus,,Anatosaurus,14880,"Cretaceous 8"
55387,ETE,"M. Carrano",,Titanosaurus,,,7647,"Cretaceous 8"
55387,ETE,"M. Carrano","n. gen.",Rhabdodon,"n. gen.",Rhabdodon,7647,"Cretaceous 8"
55388,ETE,"M. Carrano","""",Hypselosaurus,,Dinosauria,17112,"Cretaceous 8"
55389,ETE,"M. Carrano","n. gen.",Tsagantegia,,,36629,
55390,ETE,"M. Carrano",,Megaloolithus,,Dinosauria,45867,"Cretaceous 8"
55420,ETE,"M. Carrano",,Megalosauropus,,Megalosauropus,14908,"Jurassic 5"
55422,ETE,"M. Carrano",,Megalosauropus,,Theropoda,17979,"Jurassic 5"
55423,ETE,"M. Carrano",,Eubrontes,,Gigandipus,14910,"Jurassic 4"
55425,ETE,"M. Carrano","n. gen.",Huaxiagnathus,,,14896,
55426,ETE,"M. Carrano","n. gen.",Yixianornis,,,26687,"Cretaceous 3"
55426,ETE,"M. Carrano",,Microraptor,,,26687,"Cretaceous 3"
55444,ETE,"M. Carrano","n. gen.",Macrogryphosaurus,,Iguanodontia,14936,"Cretaceous 6"
55445,ETE,"M. Carrano","n. gen.",Muyelensaurus,,Eutitanosauria,14938,"Cretaceous 6"
55447,ETE,"M. Carrano","n. gen.",Brasilotitan,,Nemegtosauridae,14941,
55461,ETE,"M. Carrano",,Tsintaosaurus,,,14891,"Cretaceous 7"
55461,ETE,"M. Carrano",cf.,Szechuanosaurus,cf.,Szechuanosaurus,14891,"Cretaceous 7"
55461,ETE,"M. Carrano",,Tanius,,Tanius,14891,"Cretaceous 7"
55461,ETE,"M. Carrano","n. gen.",Tsintaosaurus,,,14891,"Cretaceous 7"
55464,ETE,"M. Carrano","n. gen.",Tarbosaurus,"n. gen.",Chingkankousaurus,14891,"Cretaceous 7"
55466,ETE,"M. Carrano",,Tsintaosaurus,,,14891,"Cretaceous 7"
55469,ETE,"M. Carrano",,Tanius,,,14891,"Cretaceous 7"
55471,ETE,"M. Carrano",,Ovaloolithus,,Oolithes,26942,"Cretaceous 7"
55473,PaleoDB,"M. Carrano",,Psittacosaurus,,,14891,"Cretaceous 3"
55475,PaleoDB,"M. Carrano",,Psittacosaurus,,,14891,"Cretaceous 3"
55479,ETE,"M. Carrano",,Anchisauripus,,,14964,
55480,ETE,"M. Carrano",,Eubrontes,,,14965,"Jurassic 1"
55483,ETE,"M. Carrano",,Camarasaurus,,,14966,
55483,ETE,"M. Carrano",,Diplodocus,,,14966,
55483,ETE,"M. Carrano",,Stegosaurus,,,14966,
55484,ETE,"M. Carrano",,Camptosaurus,,,14966,
55486,ETE,"M. Carrano",,Apatosaurus,,,14966,
55486,ETE,"M. Carrano",,Drinker,,,14966,
55487,ETE,"M. Carrano",,Eobrontosaurus,,Apatosaurus,14072,
55487,ETE,"M. Carrano",,Allosaurus,,,14072,
55487,ETE,"M. Carrano",,Dryosaurus,,,14072,
55518,ETE,"M. Carrano","n. gen.",Eotyrannus,,,14982,"Cretaceous 2"
55518,ETE,"M. Carrano",,Valdosaurus,,,14982,"Cretaceous 2"
55527,ETE,"M. Carrano",?,Eubrontes,?,Hyphepus,14992,"Jurassic 1"
55527,ETE,"M. Carrano",,Eubrontes,,Grallator,14992,"Jurassic 1"
55527,ETE,"M. Carrano",,Anomoepus,,,14992,"Jurassic 1"
55529,ETE,"M. Carrano","n. gen.",Sinornithomimus,,,14984,"Cretaceous 6"
55536,ETE,"M. Carrano",,Sapeornis,,Sapeornis,26670,"Cretaceous 3"
55536,ETE,"M. Carrano","n. gen.",Xiangornis,,,26670,"Cretaceous 3"
55536,ETE,"M. Carrano",,Sapeornis,,,26670,"Cretaceous 3"
55536,ETE,"M. Carrano",,Confuciusornis,,,26670,"Cretaceous 3"
55536,ETE,"M. Carrano","n. gen.",Huoshanornis,,,26670,"Cretaceous 3"
55536,ETE,"M. Carrano","n. gen.",Jeholornis,,,26670,"Cretaceous 3"
55536,ETE,"M. Carrano","n. gen.",Pengornis,,,26670,"Cretaceous 3"
55536,ETE,"M. Carrano","n. gen.",Sapeornis,"n. gen.",Shenshiornis,26670,"Cretaceous 3"
55536,ETE,"M. Carrano",,Microraptor,,,26670,"Cretaceous 3"
55536,ETE,"M. Carrano","n. gen.",Dapingfangornis,,,26670,"Cretaceous 3"
55536,ETE,"M. Carrano",,Yanornis,,Yanornis,26670,"Cretaceous 3"
55682,ETE,"M. Carrano",,Dilong,,,15009,
55682,ETE,"M. Carrano",,Caudipteryx,,,15009,
55683,ETE,"M. Carrano","n. gen.",Yixianosaurus,,,14922,
55683,ETE,"M. Carrano","n. gen.",Liaoningosaurus,,,14922,
55685,ETE,"M. Carrano","n. gen.",Liaoceratops,,,12906,"Cretaceous 3"
55685,ETE,"M. Carrano",,Sinovenator,,,12906,"Cretaceous 3"
55687,ETE,"M. Carrano","n. gen.",Proornis,,,33348,
55688,ETE,"M. Carrano","n. gen.",Youngoolithus,,,24214,"Cretaceous 4"
55688,ETE,"M. Carrano","n. gen.",Nanyangosaurus,,,24214,"Cretaceous 4"
55708,ETE,"M. Carrano","n. gen.",Microraptor,"n. gen.",Archaeoraptor,14919,"Cretaceous 3"
55708,ETE,"M. Carrano","n. gen.",Microraptor,,,14919,"Cretaceous 3"
55708,ETE,"M. Carrano","n. gen.",Archaeovolans,,,14919,"Cretaceous 3"
55709,ETE,"M. Carrano","n. gen.",Dilong,,,11729,
55713,ETE,"M. Carrano","n. gen.",Neimongosaurus,,,15000,"Cretaceous 7"
55713,ETE,"M. Carrano","n. gen.",Erliansaurus,,,15000,"Cretaceous 7"
55740,ETE,"M. Carrano",,Neuquensaurus,,,15053,"Cretaceous 7"
55741,ETE,"M. Carrano",,Grallator,,,48283,"Jurassic 1"
55741,ETE,"M. Carrano",,Anchisauripus,,,48283,"Jurassic 1"
55741,ETE,"M. Carrano",,Eubrontes,,,48283,"Jurassic 1"
55741,ETE,"M. Carrano",,Eubrontes,,,48283,"Jurassic 1"
55749,ETE,"M. Carrano",,Brontopodus,,Sauropoda,14683,"Jurassic 6"
55750,ETE,"M. Carrano",,Brontopodus,,Sauropoda,14683,"Jurassic 6"
55751,ETE,"M. Carrano",,Brontopodus,,Sauropoda,14683,"Jurassic 6"
55752,ETE,"M. Carrano",,Brontopodus,,Sauropoda,14683,"Jurassic 6"
55753,ETE,"M. Carrano",,Brontopodus,,Sauropoda,14683,"Jurassic 6"
55754,ETE,"M. Carrano",,Brontopodus,,Sauropoda,14683,"Jurassic 6"
55755,ETE,"M. Carrano",,Brontopodus,,Sauropoda,14683,"Jurassic 6"
55758,ETE,"M. Carrano","n. gen.",Achillobator,,Dromaeosauridae,15060,
55882,ETE,"M. Carrano",?,Kritosaurus,,,15088,"Cretaceous 7"
55884,ETE,"M. Carrano","n. gen.",Archaeodontosaurus,,,15067,"Jurassic 4"
55995,ETE,"M. Carrano",,Archaeopteryx,"n. gen.",Compsognathus,36796,"Jurassic 6"
55996,ETE,"M. Carrano","""",Brontozoum,,,15104,"Jurassic 1"
55997,ETE,"M. Carrano",,Grallator,"""",Brontozoum,15104,"Jurassic 1"
55998,ETE,"M. Carrano","""",Brontozoum,,,15104,"Jurassic 1"
56001,ETE,"M. Carrano",,Grallator,,Neotrisauropus,15104,"Jurassic 1"
56001,ETE,"M. Carrano",,Grallator,,Neotrisauropus,15104,"Jurassic 1"
56003,ETE,"M. Carrano",,Grallator,,Prototrisauropus,15104,"Jurassic 1"
56003,ETE,"M. Carrano",,Grallator,,Prototrisauropus,15104,"Jurassic 1"
56003,ETE,"M. Carrano",,Grallator,,Prototrisauropus,15104,"Jurassic 1"
56004,ETE,"M. Carrano",,Grallator,"""",Brontozoum,15104,"Jurassic 1"
56010,ETE,"M. Carrano",,Trisauropodiscus,aff.,Anomoepus,15104,"Jurassic 1"
56014,ETE,"M. Carrano",,Mafatrisauropus,,,16653,"Jurassic 1"
56014,ETE,"M. Carrano",,Grallator,,Deuterotrisauropus,16653,"Jurassic 1"
56014,ETE,"M. Carrano",,Pseudotrisauropus,,,16653,"Jurassic 1"
56026,ETE,"M. Carrano",,Anomoepus,,Moyenisauropus,15109,"Jurassic 1"
56026,ETE,"M. Carrano","n. gen.",Plastisauropus,,,15109,"Jurassic 1"
56026,ETE,"M. Carrano",,Anomoepus,,Moyenisauropus,15109,"Jurassic 1"
56026,ETE,"M. Carrano",,Anomoepus,,Moyenisauropus,15109,"Jurassic 1"
56026,ETE,"M. Carrano",,Anomoepus,,Moyenisauropus,15109,"Jurassic 1"
56026,ETE,"M. Carrano",,Anomoepus,,Moyenisauropus,15109,"Jurassic 1"
56026,ETE,"M. Carrano",,Anomoepus,,Moyenisauropus,15109,"Jurassic 1"
56026,ETE,"M. Carrano",,Anomoepus,,Moyenisauropus,15109,"Jurassic 1"
56026,ETE,"M. Carrano",,Grallator,cf.,Anomoepus,15109,"Jurassic 1"
56026,ETE,"M. Carrano",aff.,Eubrontes,,,15109,"Jurassic 1"
56129,ETE,"M. Carrano","n. gen.",Tazoudasaurus,,,15118,
56130,ETE,"M. Carrano","n. gen.",Berberosaurus,,Theropoda,15118,
56130,ETE,"M. Carrano",,Tazoudasaurus,,,15118,
56155,ETE,"M. Carrano","n. gen.",Yimenosaurus,,,15137,"Jurassic 1"
56157,ETE,"M. Carrano","n. gen.",Rinconsaurus,,,15139,"Cretaceous 6"
56165,ETE,"M. Carrano",,Othnielosaurus,,Ornithopoda,15142,
56167,ETE,"M. Carrano",,Camarasaurus,,,17018,
56167,ETE,"M. Carrano",,Dryosaurus,,,17018,
56167,ETE,"M. Carrano",,Nanosaurus,,Othnielia,17018,
56271,ETE,"M. Carrano",,Kritosaurus,,,15088,"Cretaceous 7"
56293,ETE,"M. Carrano",,Kritosaurus,,,15088,"Cretaceous 7"
56321,ETE,"M. Carrano","n. gen.",Dinehichnus,,,15170,"Jurassic 5"
56365,ETE,"M. Carrano",cf.,Bahariasaurus,,,15184,
56365,ETE,"M. Carrano",,Carcharodontosaurus,,Sigilmassasaurus,15184,
56365,ETE,"M. Carrano","n. gen.",Oxalaia,,Spinosaurinae,15184,
56385,ETE,"M. Carrano",?,Parasaurolophus,,,15088,"Cretaceous 7"
56421,ETE,"M. Carrano",,Stegosaurus,,,14256,
56422,ETE,"M. Carrano",,Apatosaurus,,,14256,
56429,ETE,"M. Carrano",?,Kritosaurus,,,15088,"Cretaceous 7"
56463,ETE,"M. Carrano","n. gen.",Staurichnium,,,18505,
56463,ETE,"M. Carrano","n. gen.",Moraesichnium,,Ornithopoda,18505,
56463,ETE,"M. Carrano","n. gen.",Sousaichnium,,Nodosauridae,18505,
56586,ETE,"M. Carrano",,Allosaurus,,,15239,
56586,ETE,"M. Carrano",,Stegosaurus,,,15239,
56590,ETE,"M. Carrano",,Camptosaurus,,Iguanodon,15239,"Jurassic 5"
56590,ETE,"M. Carrano",,Diplodocus,,,15239,"Jurassic 5"
56590,ETE,"M. Carrano",,Allosaurus,,,15239,"Jurassic 5"
56596,ETE,"M. Carrano",,Camarasaurus,,,15239,
56599,ETE,"M. Carrano",,Diplodocus,,,15239,
56614,ETE,"M. Carrano",?,Albertosaurus,,,15240,
56616,ETE,"M. Carrano",,Paronychodon,,,15088,"Cretaceous 7"
56646,ETE,"M. Carrano",?,Kritosaurus,,,15088,"Cretaceous 7"
56654,ETE,"M. Carrano",,Camarasaurus,,,15142,"Jurassic 6"
56654,ETE,"M. Carrano",,Allosaurus,,,15142,"Jurassic 6"
56654,ETE,"M. Carrano",,Drinker,,,15142,"Jurassic 6"
56654,ETE,"M. Carrano",,Diplodocus,,,15142,"Jurassic 6"
56683,ETE,"M. Carrano","n. gen.",Brachiosaurus,,,9790,
56684,ETE,"M. Carrano",?,Brachiosaurus,,,15264,
56684,ETE,"M. Carrano",,Allosaurus,,,15264,
56684,ETE,"M. Carrano",,Stegosaurus,,,15264,
56962,ETE,"M. Carrano",,Eubrontes,,Grallator,15362,"Jurassic 2"
56963,ETE,"M. Carrano",,Eubrontes,,Anchisauripus,15362,"Jurassic 1"
56963,ETE,"M. Carrano",,Moyenisauropus,,,15362,"Jurassic 1"
56964,ETE,"M. Carrano",,Kayentapus,,,27947,"Jurassic 1"
56964,ETE,"M. Carrano",,Anomoepus,,Moyenisauropus,27947,"Jurassic 1"
56964,ETE,"M. Carrano",,Parabrontopodus,,Sauropoda,27947,"Jurassic 1"
56965,ETE,"M. Carrano",,Moyenisauropus,,,15362,"Jurassic 1"
56999,ETE,"M. Carrano",,Eubrontes,,Anchisauripus,15370,"Jurassic 1"
56999,ETE,"M. Carrano",cf.,Anomoepus,,,15370,"Jurassic 1"
56999,ETE,"M. Carrano",,Parabrontopodus,,,15370,"Jurassic 1"
56999,ETE,"M. Carrano",,Kayentapus,,,15370,"Jurassic 1"
57002,ETE,"M. Carrano",,Antarctosaurus,cf.,Antarctosaurus,15373,"Cretaceous 8"
57002,ETE,"M. Carrano",,Titanosaurus,cf.,Titanosaurus,15373,"Cretaceous 8"
57010,ETE,"M. Carrano",,Carmelopodus,,,39489,
57046,ETE,"M. Carrano",,Huehuecanauhtlus,,Hadrosauridae,15394,
57061,ETE,"M. Carrano","n. gen.",Yandusaurus,,,15058,"Jurassic 5"
57067,ETE,"M. Carrano",,Eubrontes,,Grallator,15414,
57067,ETE,"M. Carrano",,Eubrontes,,,15414,
57068,ETE,"M. Carrano",,Kayentapus,,,15414,
57068,ETE,"M. Carrano",,Eubrontes,,Grallator,15414,
57120,ETE,"M. Carrano",,Megalosaurus,,,10557,"Jurassic 4"
57120,ETE,"M. Carrano",,Megalosaurus,,,10557,"Jurassic 4"
57121,ETE,"M. Carrano",,Megalosaurus,,,10557,"Jurassic 4"
57140,ETE,"M. Carrano",,Megalosaurus,,,10557,"Jurassic 4"
57141,ETE,"M. Carrano","n. gen.",Camptosaurichnus,,,15469,"Jurassic 6"
57141,ETE,"M. Carrano","n. gen.",Iguanodonichnus,"n. gen.",Iguanodonichnus,15469,"Jurassic 6"
57158,ETE,"M. Carrano",cf.,Dryptosaurus,,,803,"Cretaceous 8"
57159,ETE,"M. Carrano",cf.,Dryptosaurus,,,803,"Cretaceous 8"
57161,ETE,"M. Carrano",cf.,Triceratops,,,803,"Cretaceous 8"
57162,ETE,"M. Carrano",cf.,Triceratops,,,803,"Cretaceous 8"
57162,ETE,"M. Carrano",cf.,Edmontosaurus,cf.,Anatosaurus,803,"Cretaceous 8"
57163,ETE,"M. Carrano",,Edmontosaurus,,Anatosaurus,803,"Cretaceous 8"
57166,ETE,"M. Carrano",cf.,Dryptosaurus,,,803,"Cretaceous 8"
57166,ETE,"M. Carrano",cf.,Triceratops,,,803,"Cretaceous 8"
57166,ETE,"M. Carrano",cf.,Edmontosaurus,cf.,Anatosaurus,803,"Cretaceous 8"
57166,ETE,"M. Carrano",cf.,Tyrannosaurus,,,803,"Cretaceous 8"
57166,ETE,"M. Carrano",,Paronychodon,,Paronychodon,803,"Cretaceous 8"
57168,ETE,"M. Carrano",cf.,Triceratops,,,803,"Cretaceous 8"
57168,ETE,"M. Carrano",cf.,Edmontosaurus,cf.,Anatosaurus,803,"Cretaceous 8"
57169,ETE,"M. Carrano",cf.,Edmontosaurus,cf.,Anatosaurus,803,"Cretaceous 8"
57170,ETE,"M. Carrano",cf.,Edmontosaurus,cf.,Anatosaurus,803,"Cretaceous 8"
57171,ETE,"M. Carrano",,Hadrosaurus,,Ornithotarsus,15474,
57178,ETE,"M. Carrano","n. gen.",Shantungosaurus,,,15491,"Cretaceous 7"
57179,ETE,"M. Carrano",,Megaloolithus,,Megaloolithidae,18863,
57674,ETE,"M. Carrano",,Gypsichnites,,,15506,"Cretaceous 4"
57674,ETE,"M. Carrano",,Irenesauripus,,,15506,"Cretaceous 4"
57674,ETE,"M. Carrano",,Brontopodus,,,15506,"Cretaceous 4"
57682,ETE,"M. Carrano","n. gen.",Compsognathus,,,26303,"Jurassic 6"
57764,ETE,"M. Carrano",,Edmontosaurus,,Trachodon,36149,"Cretaceous 8"
57765,ETE,"M. Carrano",,Edmontosaurus,,Trachodon,12385,"Cretaceous 8"
57770,ETE,"M. Carrano",,Mamenchisaurus,,,15533,
57771,ETE,"M. Carrano",,Omeisaurus,,Omeisaurus,15533,
