collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,collection.reference_no,10_my_bin
57053,PaleoDB,"M. Uhen",,Aetiocetus,,,15403,"Cenozoic 4"
57054,PaleoDB,"M. Uhen",,Aetiocetus,,,15403,"Cenozoic 4"
57058,PaleoDB,"M. Uhen","n. gen.",Arimidelphis,,Tursiops,15407,"Cenozoic 6"
57060,PaleoDB,"M. Uhen",,Schizodelphis,,,15409,"Cenozoic 5"
57111,PaleoDB,"M. Uhen",,Kentriodon,,,15419,"Cenozoic 5"
57112,PaleoDB,"M. Uhen",,Siphonocetus,,,15562,"Cenozoic 6"
57113,PaleoDB,"M. Uhen",,Squalodon,,,33212,"Cenozoic 5"
57114,PaleoDB,"M. Uhen","n. gen.",Phocageneus,,,12636,"Cenozoic 5"
57119,PaleoDB,"M. Uhen",,Squalodon,,,15422,"Cenozoic 4"
57122,PaleoDB,"M. Uhen",,Basilosaurus,,,15425,"Cenozoic 3"
57123,PaleoDB,"M. Uhen",,Basilosaurus,,Basilosaurus,15425,"Cenozoic 3"
57136,PaleoDB,"M. Uhen",,Mesoplodon,,,15449,"Cenozoic 5"
57137,PaleoDB,"M. Uhen",,Plesiocetus,,,15451,
57138,PaleoDB,"M. Uhen",,Aglaocetus,,Plesiocetus,15444,"Cenozoic 6"
57138,PaleoDB,"M. Uhen",,Choneziphius,,,15444,"Cenozoic 6"
57138,PaleoDB,"M. Uhen",,Herpetocetus,,,15444,"Cenozoic 6"
57138,PaleoDB,"M. Uhen",,Mesoplodon,,Dioplodon,15444,"Cenozoic 6"
57138,PaleoDB,"M. Uhen",,Delphinus,,,15444,"Cenozoic 6"
57138,PaleoDB,"M. Uhen",,Hoplocetus,,,15444,"Cenozoic 6"
57177,PaleoDB,"M. Uhen",,Globicephala,,Globicephalus,15425,"Cenozoic 6"
57700,PaleoDB,"M. Uhen",,Hadrodelphis,,,15522,"Cenozoic 5"
57700,PaleoDB,"M. Uhen",,Diorocetus,,,15522,"Cenozoic 5"
57700,PaleoDB,"M. Uhen","n. gen.",Eobalaenoptera,,,15522,"Cenozoic 5"
57700,PaleoDB,"M. Uhen",,Aglaocetus,,,15522,"Cenozoic 5"
57701,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,12761,"Cenozoic 6"
57701,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,12761,"Cenozoic 6"
57731,PaleoDB,"M. Uhen",,Hemisyntrachelus,,Tursiops,15521,"Cenozoic 6"
57731,PaleoDB,"M. Uhen",,Eschrichtioides,,Cetotherium,15521,"Cenozoic 6"
57732,PaleoDB,"M. Uhen",,Balaenula,,,28853,
57732,PaleoDB,"M. Uhen",,Mesocetus,,,28853,
57732,PaleoDB,"M. Uhen",,Plesiocetus,,,28853,
57732,PaleoDB,"M. Uhen",,Squalodon,,,28853,
57733,PaleoDB,"M. Uhen",,Heterocetus,,Heterocetus,12761,"Cenozoic 6"
57733,PaleoDB,"M. Uhen",,Plesiocetus,,,12761,"Cenozoic 6"
57733,PaleoDB,"M. Uhen",,Plesiocetus,,Plesiocetus,12761,"Cenozoic 6"
57733,PaleoDB,"M. Uhen",,Plesiocetus,,Plesiocetus,12761,"Cenozoic 6"
57733,PaleoDB,"M. Uhen",,Plesiocetus,,Plesiocetus,12761,"Cenozoic 6"
57733,PaleoDB,"M. Uhen",,Plesiocetus,,Plesiocetus,12761,"Cenozoic 6"
57734,PaleoDB,"M. Uhen",,Cetotherium,,,15529,"Cenozoic 5"
57734,PaleoDB,"M. Uhen",,Archaeocetus,,,15529,"Cenozoic 5"
57734,PaleoDB,"M. Uhen",,Schizodelphis,,Cyrtodelphis,15529,"Cenozoic 5"
57734,PaleoDB,"M. Uhen",,Champsodelphis,,,15529,"Cenozoic 5"
57734,PaleoDB,"M. Uhen",,Kentriodon,,Champsodelphis,15529,"Cenozoic 5"
57734,PaleoDB,"M. Uhen",,Archaeocetus,,Delphinapterus,15529,"Cenozoic 5"
57734,PaleoDB,"M. Uhen",,Cetotherium,,,15529,"Cenozoic 5"
57734,PaleoDB,"M. Uhen",,Cetotherium,,,15529,"Cenozoic 5"
57734,PaleoDB,"M. Uhen",,Archaeocetus,,Archaeocetus,15529,"Cenozoic 5"
57734,PaleoDB,"M. Uhen","n. gen.",Sarmatodelphis,,,15529,"Cenozoic 5"
57767,PaleoDB,"M. Uhen",,Platyosphys,,Platyosphys,15532,"Cenozoic 4"
57775,PaleoDB,"M. Uhen",,Brygmophyseter,,Scaldicetus,15537,"Cenozoic 5"
57777,PaleoDB,"M. Uhen",aff.,Tiphyocetus,,,12691,"Cenozoic 5"
57778,PaleoDB,"M. Uhen",,Liolithax,,,12691,"Cenozoic 5"
57778,PaleoDB,"M. Uhen",aff.,Parietobalaena,,,12691,"Cenozoic 5"
57778,PaleoDB,"M. Uhen",aff.,Nannocetus,,,12691,"Cenozoic 5"
57779,PaleoDB,"M. Uhen",cf.,Scaphokogia,,,12691,"Cenozoic 6"
57779,PaleoDB,"M. Uhen",aff.,Kogia,,,12691,"Cenozoic 6"
57779,PaleoDB,"M. Uhen",,Stenella,,,12691,"Cenozoic 6"
57779,PaleoDB,"M. Uhen",aff.,Pontoporia,,,12691,"Cenozoic 6"
57780,PaleoDB,"M. Uhen",,Hoplocetus,,,12784,"Cenozoic 5"
57780,PaleoDB,"M. Uhen",,Schizodelphis,,Delphinus,12784,"Cenozoic 5"
57780,PaleoDB,"M. Uhen",,Pomatodelphis,,Schizodelphis,12784,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Ixacanthus,,Ixacanthus,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Priscodelphinus,,Ixacanthus,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Belosphys,,Ixacanthus,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Priscodelphinus,,Ixacanthus,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Priscodelphinus,,Ixacanthus,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Tretosphys,,Priscodelphinus,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Tretosphys,,Priscodelphinus,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Tretosphys,,Priscodelphinus,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Squalodon,,,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Rhabdosteus,,Rhabdosteus,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Delphinodon,,,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Delphinodon,,Squalodon,33100,"Cenozoic 5"
57782,PaleoDB,"M. Uhen",,Zarhachis,,,33100,"Cenozoic 5"
57783,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,19106,"Cenozoic 6"
57783,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,19106,"Cenozoic 6"
57784,PaleoDB,"M. Uhen",,Orycterocetus,,,15550,"Cenozoic 5"
57784,PaleoDB,"M. Uhen",,Schizodelphis,,Rhabdosteus,15550,"Cenozoic 5"
57784,PaleoDB,"M. Uhen",,Schizodelphis,,Rhabdosteus,15550,"Cenozoic 5"
57785,PaleoDB,"M. Uhen",,Xiphiacetus,,Eurhinodelphis,15550,"Cenozoic 5"
57785,PaleoDB,"M. Uhen",,Schizodelphis,,Rhabdosteus,15550,"Cenozoic 5"
57785,PaleoDB,"M. Uhen",,Schizodelphis,,Rhabdosteus,15550,"Cenozoic 5"
57785,PaleoDB,"M. Uhen",,Schizodelphis,,Rhabdosteus,15550,"Cenozoic 5"
57786,PaleoDB,"M. Uhen",,Schizodelphis,,Rhabdosteus,15550,"Cenozoic 5"
57787,PaleoDB,"M. Uhen",,Schizodelphis,,Rhabdosteus,15550,"Cenozoic 5"
57789,PaleoDB,"M. Uhen",,Argyrocetus,,,11922,"Cenozoic 4"
57906,PaleoDB,"M. Uhen",,Balaenoptera,,,15562,"Cenozoic 6"
57907,PaleoDB,"M. Uhen",,Balaenoptera,,,15562,"Cenozoic 6"
57908,PaleoDB,"M. Uhen",,Balaenotus,,,26222,"Cenozoic 6"
57909,PaleoDB,"M. Uhen",,Balaenula,,,13448,"Cenozoic 6"
57912,PaleoDB,"M. Uhen","n. gen.",Balaenella,,,15568,"Cenozoic 6"
57912,PaleoDB,"M. Uhen",,Herpetocetus,,,15568,"Cenozoic 6"
57951,PaleoDB,"M. Uhen",,Squalodon,,,15588,"Cenozoic 5"
57953,PaleoDB,"M. Uhen",,Squalodon,,Squalodon,15588,"Cenozoic 5"
57959,PaleoDB,"M. Uhen",,Squalodon,,,15588,"Cenozoic 5"
57960,PaleoDB,"M. Uhen",,Squalodon,,,15588,"Cenozoic 5"
57978,PaleoDB,"M. Uhen",,Plesiocetus,,,15591,"Cenozoic 6"
57979,PaleoDB,"M. Uhen","""",Stenella,,,15591,"Cenozoic 6"
57981,PaleoDB,"M. Uhen",,Stenella,,,15591,"Cenozoic 6"
57989,PaleoDB,"M. Uhen","n. gen.",Plicodontinia,"n. gen.",Plicodontinia,15593,
58109,PaleoDB,"M. Uhen",,Pseudorca,,Phocaena,12774,"Cenozoic 6"
58148,PaleoDB,"M. Uhen",,Argyrocetus,,Acrodelphis,12749,"Cenozoic 4"
58148,PaleoDB,"M. Uhen","n. gen.",Allodelphis,,,12749,"Cenozoic 4"
58148,PaleoDB,"M. Uhen",,Argyrocetus,,Eurhinodelphis,12749,"Cenozoic 4"
58148,PaleoDB,"M. Uhen","n. gen.",Miodelphis,,,12749,"Cenozoic 4"
58148,PaleoDB,"M. Uhen",,Macrodelphinus,,Cetotheriidae,12749,"Cenozoic 4"
58148,PaleoDB,"M. Uhen","n. gen.",Macrodelphinus,,,12749,"Cenozoic 4"
58148,PaleoDB,"M. Uhen","n. gen.",Argyrocetus,"n. gen.",Doliodelphis,12749,"Cenozoic 4"
58418,PaleoDB,"M. Uhen",,Hemisyntrachelus,,Delphinus,15536,"Cenozoic 6"
58419,PaleoDB,"M. Uhen",,Delphinus,,,16564,"Cenozoic 6"
58419,PaleoDB,"M. Uhen",,Monodon,,,16564,"Cenozoic 6"
58420,PaleoDB,"M. Uhen",,Delphinapterus,,,16564,"Cenozoic 6"
58420,PaleoDB,"M. Uhen",,Orcinus,,Orca,16564,"Cenozoic 6"
58421,PaleoDB,"M. Uhen",,Phocoena,,,16564,"Cenozoic 6"
58421,PaleoDB,"M. Uhen",,Physeter,,Physeter,16564,"Cenozoic 6"
58456,PaleoDB,"M. Uhen","n. gen.",Protocetus,,,11953,"Cenozoic 2"
58868,PaleoDB,"M. Uhen",,Eschrichtius,,,16696,"Cenozoic 6"
58914,PaleoDB,"M. Uhen","n. gen.",Sophianacetus,"n. gen.",Mediocris,16675,"Cenozoic 5"
58986,PaleoDB,"M. Uhen",,Balaena,,,16735,"Cenozoic 6"
58986,PaleoDB,"M. Uhen","n. gen.",Bohaskia,,,16735,"Cenozoic 6"
59062,PaleoDB,"M. Uhen",,Pterobalaena,,Balaenoptera,16773,"Cenozoic 6"
59062,PaleoDB,"M. Uhen",,Balaena,,,16773,"Cenozoic 6"
59122,PaleoDB,"M. Uhen",,Cetotherium,,,16851,"Cenozoic 5"
59123,PaleoDB,"M. Uhen",,Squalodon,,,12761,"Cenozoic 5"
59123,PaleoDB,"M. Uhen",,Plesiocetus,,Plesiocetus,12761,"Cenozoic 5"
59123,PaleoDB,"M. Uhen",,Amphicetus,,Amphicetus,12761,"Cenozoic 5"
59123,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,12761,"Cenozoic 5"
59123,PaleoDB,"M. Uhen",,Plesiocetus,,,12761,"Cenozoic 5"
59123,PaleoDB,"M. Uhen",,Plesiocetus,,Cetotherium,12761,"Cenozoic 5"
59123,PaleoDB,"M. Uhen",,Schizodelphis,,Priscodelphinus,12761,"Cenozoic 5"
59273,PaleoDB,"M. Uhen",,Cetotherium,,Cetotherium,16957,"Cenozoic 6"
59273,PaleoDB,"M. Uhen",,Delphinus,,,16957,"Cenozoic 6"
59273,PaleoDB,"M. Uhen",,Rorqualus,,,16957,"Cenozoic 6"
59280,PaleoDB,"M. Uhen",,Neosqualodon,,Squalodon,16965,"Cenozoic 5"
59281,PaleoDB,"M. Uhen",,Plesiocetus,,,16966,
59664,PaleoDB,"M. Uhen",,Kentriodon,,Champsodelphis,17076,"Cenozoic 5"
59664,PaleoDB,"M. Uhen",,Pachyacanthus,,Pachyacanthus,17076,"Cenozoic 5"
59850,PaleoDB,"M. Uhen",,Squalodon,,,36621,"Cenozoic 4"
59978,PaleoDB,"M. Uhen",,Pontoporia,,Pontoporia,17246,"Cenozoic 6"
60036,PaleoDB,"M. Uhen",,Ninoziphius,,,2613,"Cenozoic 6"
60263,PaleoDB,"M. Uhen",,Cetotherium,,,24838,"Cenozoic 5"
60273,PaleoDB,"M. Uhen",,Cyrtodelphis,,,12757,"Cenozoic 5"
60337,PaleoDB,"M. Uhen","n. gen.",Cophocetus,,,12700,"Cenozoic 5"
60338,PaleoDB,"M. Uhen",,Cophocetus,,,12700,"Cenozoic 5"
60376,PaleoDB,"M. Uhen",,Orycterocetus,,,15352,"Cenozoic 5"
60379,PaleoDB,"M. Uhen",,Parietobalaena,,,23697,"Cenozoic 5"
60396,PaleoDB,"M. Uhen","n. gen.",Hesperocetus,"n. gen.",Hesperocetus,12775,
60448,PaleoDB,"M. Uhen",,Cynthiacetus,,,12000,"Cenozoic 3"
60449,PaleoDB,"M. Uhen",,Cynthiacetus,,,12000,"Cenozoic 3"
60450,PaleoDB,"M. Uhen",,Cynthiacetus,,,12000,"Cenozoic 3"
60451,PaleoDB,"M. Uhen",,Cynthiacetus,,Archaeoceti,8335,"Cenozoic 3"
60451,PaleoDB,"M. Uhen",,Dorudon,,,8335,"Cenozoic 3"
60452,PaleoDB,"M. Uhen",,Cynthiacetus,,,12000,"Cenozoic 3"
60940,PaleoDB,"A. Hendy",,Balaenoptera,,,17558,"Cenozoic 6"
62468,PaleoDB,"J. Kriwet",,Saghacetus,,Zeuglodon,18016,"Cenozoic 3"
62468,PaleoDB,"J. Kriwet",,Saghacetus,,Dorudon,18016,"Cenozoic 3"
63049,PaleoDB,"M. Uhen","""",Mauicetus,,Mauicetus,15371,"Cenozoic 4"
63049,PaleoDB,"M. Uhen","""",Mauicetus,,Mauicetus,15371,"Cenozoic 4"
63050,PaleoDB,"M. Uhen","""",Mauicetus,,Mauicetus,15371,"Cenozoic 4"
63085,PaleoDB,"M. Uhen",,Pachyacanthus,,,18167,
63838,PaleoDB,"M. Uhen",,Cynthiacetus,,Archaeoceti,12182,"Cenozoic 3"
65161,PaleoDB,"M. Uhen",,Schizodelphis,,,18752,"Cenozoic 5"
65172,PaleoDB,"M. Uhen",,Ziphius,,,18776,
65174,PaleoDB,"M. Uhen",,Hemisyntrachelus,,,18783,"Cenozoic 6"
65176,PaleoDB,"M. Uhen",,Aglaocetus,,Cetotherium,13983,"Cenozoic 6"
65181,PaleoDB,"M. Uhen",,Champsodelphis,,Acrodelphis,18790,"Cenozoic 5"
65181,PaleoDB,"M. Uhen",,Schizodelphis,,Cyrtodelphis,18790,"Cenozoic 5"
65181,PaleoDB,"M. Uhen",,Schizodelphis,,Cyrtodelphis,18790,"Cenozoic 5"
65246,PaleoDB,"M. Uhen",,Eoplatanista,,,18833,"Cenozoic 5"
65405,PaleoDB,"M. Uhen",,Physeter,,,18853,"Cenozoic 6"
65405,PaleoDB,"M. Uhen",,Tursiops,,,18853,"Cenozoic 6"
65410,PaleoDB,"M. Uhen",,Cetotherium,,,18748,"Cenozoic 5"
65974,PaleoDB,"M. Uhen",,Basilosaurus,,Zeuglodon,11952,"Cenozoic 3"
66064,PaleoDB,"M. Uhen",,Pachyacanthus,,Pachyacanthus,18919,"Cenozoic 5"
66064,PaleoDB,"M. Uhen",,Pachyacanthus,,Pachyacanthus,18919,"Cenozoic 5"
66065,PaleoDB,"M. Uhen",,Zarhachis,,,18921,"Cenozoic 5"
66065,PaleoDB,"M. Uhen",,Rhabdosteus,,,18921,"Cenozoic 5"
66066,PaleoDB,"M. Uhen","n. gen.",Caviziphius,,,18923,
66067,PaleoDB,"M. Uhen",,Hemisyntrachelus,,,15045,"Cenozoic 6"
66068,PaleoDB,"M. Uhen",,Hemisyntrachelus,,,15045,"Cenozoic 6"
66306,PaleoDB,"M. Uhen",,Globicephala,,Delphinus,18971,
66426,PaleoDB,"M. Uhen",aff.,Mauicetus,,,18985,"Cenozoic 4"
66595,PaleoDB,"M. Uhen",,Medocinia,,Delphinus,12196,"Cenozoic 5"
66598,PaleoDB,"M. Uhen",,Protororqualus,,Balaena,15521,"Cenozoic 6"
66905,PaleoDB,"M. Uhen",cf.,Scaldicetus,,,19039,
66958,PaleoDB,"M. Uhen",,Eubalaena,,Balaena,19086,"Cenozoic 6"
66960,PaleoDB,"M. Uhen",,Ziphirostrum,,,15538,"Cenozoic 6"
66960,PaleoDB,"M. Uhen",,Parietobalaena,,Heterocetus,15538,"Cenozoic 6"
66960,PaleoDB,"M. Uhen",,Plesiocetus,,,15538,"Cenozoic 6"
66960,PaleoDB,"M. Uhen",,Plesiocetus,,Plesiocetus,15538,"Cenozoic 6"
66960,PaleoDB,"M. Uhen",,Aglaocetus,,Amphicetus,15538,"Cenozoic 6"
66960,PaleoDB,"M. Uhen",,Amphicetus,,Amphicetus,15538,"Cenozoic 6"
66960,PaleoDB,"M. Uhen",,Amphicetus,,,15538,"Cenozoic 6"
66960,PaleoDB,"M. Uhen",,Herpetocetus,,,15538,"Cenozoic 6"
66960,PaleoDB,"M. Uhen",,Aglaocetus,,Plesiocetus,15538,"Cenozoic 6"
66960,PaleoDB,"M. Uhen",,Cetorhynchus,,,15538,"Cenozoic 6"
66960,PaleoDB,"M. Uhen","n. gen.",Physeterula,"n. gen.",Physeterula,15538,"Cenozoic 6"
66961,PaleoDB,"M. Uhen",,Eurhinodelphis,,,19088,"Cenozoic 5"
66961,PaleoDB,"M. Uhen","n. gen.",Placoziphius,"n. gen.",Placoziphius,19088,"Cenozoic 5"
66961,PaleoDB,"M. Uhen",,Placoziphius,,,19088,"Cenozoic 5"
67015,PaleoDB,"M. Uhen",,Choneziphius,,,19106,"Cenozoic 5"
67022,PaleoDB,"M. Uhen","n. gen.",Scaldicetus,,,19106,"Cenozoic 5"
67022,PaleoDB,"M. Uhen",,Mesocetus,,Mesocetus,19106,"Cenozoic 5"
67022,PaleoDB,"M. Uhen",,Mesocetus,,Mesocetus,19106,"Cenozoic 5"
67022,PaleoDB,"M. Uhen",,Mesocetus,,Mesocetus,19106,"Cenozoic 5"
67022,PaleoDB,"M. Uhen",,Plesiocetus,,,19106,"Cenozoic 5"
67022,PaleoDB,"M. Uhen",,Plesiocetus,,Plesiocetus,19106,"Cenozoic 5"
67022,PaleoDB,"M. Uhen",,Plesiocetus,,,19106,"Cenozoic 5"
67022,PaleoDB,"M. Uhen",,Hoplocetus,,,19106,"Cenozoic 5"
67023,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,19106,"Cenozoic 6"
67023,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,19106,"Cenozoic 6"
67024,PaleoDB,"M. Uhen","n. gen.",Scaldicetus,"n. gen.",Homaeocetus,12761,"Cenozoic 5"
67024,PaleoDB,"M. Uhen",,Scaldicetus,,,12761,"Cenozoic 5"
67025,PaleoDB,"M. Uhen",,Choneziphius,,,19106,"Cenozoic 5"
67026,PaleoDB,"M. Uhen","n. gen.",Herentalia,,,19106,"Cenozoic 6"
67026,PaleoDB,"M. Uhen",,Aglaocetus,,Amphicetus,19106,"Cenozoic 6"
67026,PaleoDB,"M. Uhen",,Heterocetus,,,19106,"Cenozoic 6"
67026,PaleoDB,"M. Uhen",,Eurhinodelphis,,,19106,"Cenozoic 6"
67026,PaleoDB,"M. Uhen",,Plesiocetus,,Plesiocetus,19106,"Cenozoic 6"
67027,PaleoDB,"M. Uhen",,Herpetocetus,,,12326,"Cenozoic 6"
67027,PaleoDB,"M. Uhen","n. gen.",Balaenotus,,,12326,"Cenozoic 6"
67027,PaleoDB,"M. Uhen",,Balaenula,,,12326,"Cenozoic 6"
67028,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,19106,"Cenozoic 6"
67029,PaleoDB,"M. Uhen",,Balaenula,,,12326,"Cenozoic 6"
67029,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,12326,"Cenozoic 6"
67029,PaleoDB,"M. Uhen",,Ziphius,,,12326,"Cenozoic 6"
67030,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,12326,"Cenozoic 6"
67108,PaleoDB,"M. Uhen",,Tursiops,,,19138,"Cenozoic 6"
67108,PaleoDB,"M. Uhen",,Hemisyntrachelus,,Delphinus,19138,"Cenozoic 6"
67856,PaleoDB,"A. Hendy",,Kekenodon,,,18671,"Cenozoic 4"
68025,PaleoDB,"M. Uhen",,Pontoporia,,Pontoporia,19473,
68026,PaleoDB,"M. Uhen",,Pontoporia,,Pontoporia,19473,
68027,PaleoDB,"M. Uhen",,Inia,,,19474,
68028,PaleoDB,"M. Uhen",,Neophocaena,,,19475,
68028,PaleoDB,"M. Uhen",,Lipotes,,,19475,
68029,PaleoDB,"M. Uhen",,Platanista,,,19476,
68029,PaleoDB,"M. Uhen",,Orcaella,,,19476,
68030,PaleoDB,"M. Uhen",,Stenella,,,19477,
68030,PaleoDB,"M. Uhen",,Steno,,,19477,
68031,PaleoDB,"M. Uhen",,Sotalia,,Sotalia,19478,
68033,PaleoDB,"M. Uhen",,Mesoplodon,,,19480,
68034,PaleoDB,"M. Uhen",,Mesoplodon,,,19480,
68035,PaleoDB,"M. Uhen",,Mesoplodon,,,19480,
68036,PaleoDB,"M. Uhen",,Mesoplodon,,,19480,
68974,PaleoDB,"M. Uhen","n. gen.",Archaeodelphis,,,19387,"Cenozoic 4"
69541,PaleoDB,"M. Uhen",,Delphinus,,,23350,"Cenozoic 6"
69712,PaleoDB,"M. Uhen",,Schizodelphis,,,23390,
69712,PaleoDB,"M. Uhen",,Mesocetus,,,23390,
69714,PaleoDB,"M. Uhen",,Mesocetus,,,23390,
69730,PaleoDB,"M. Uhen",,Brachydelphis,,,27020,"Cenozoic 6"
69731,PaleoDB,"M. Uhen",,Hemisyntrachelus,,,23394,"Cenozoic 6"
70242,PaleoDB,"W. Kiessling",,Squalodon,,,23527,"Cenozoic 5"
70504,PaleoDB,"M. Uhen",?,Kentriodon,,,23642,"Cenozoic 5"
70507,PaleoDB,"M. Uhen",,Kentriodon,,,23642,
70509,PaleoDB,"M. Uhen",,Delphinodon,,Champsodelphis,23681,"Cenozoic 5"
70517,PaleoDB,"M. Uhen",,Squalodon,,,23660,"Cenozoic 5"
70517,PaleoDB,"M. Uhen",,Eurhinodelphis,,,23660,"Cenozoic 5"
70534,PaleoDB,"M. Uhen",aff.,Allodelphis,,,19387,
70547,PaleoDB,"M. Uhen",aff.,Messapicetus,,,23667,"Cenozoic 6"
70551,PaleoDB,"M. Uhen",,Mesoplodon,,,23678,
70593,PaleoDB,"M. Uhen",,Rhabdosteus,,Rhabdosteus,23697,"Cenozoic 5"
70593,PaleoDB,"M. Uhen",,Priscodelphinus,,,23697,"Cenozoic 5"
70593,PaleoDB,"M. Uhen",,Kentriodon,,,23697,"Cenozoic 5"
70593,PaleoDB,"M. Uhen",,Orycterocetus,,,23697,"Cenozoic 5"
70594,PaleoDB,"M. Uhen",,Eurhinodelphis,,,23697,"Cenozoic 5"
70814,PaleoDB,"M. Uhen",,Squalodon,,,23748,"Cenozoic 5"
70818,PaleoDB,"M. Uhen",,Eurhinodelphis,,,23697,"Cenozoic 5"
70819,PaleoDB,"M. Uhen",,Kentriodon,,,23697,"Cenozoic 5"
70819,PaleoDB,"M. Uhen",,Squalodon,,,23697,"Cenozoic 5"
70821,PaleoDB,"M. Uhen",,Orycterocetus,,,23697,"Cenozoic 5"
70823,PaleoDB,"M. Uhen",,Parietobalaena,,,23697,"Cenozoic 5"
70823,PaleoDB,"M. Uhen",,Zarhachis,,Schizodelphis,23697,"Cenozoic 5"
70823,PaleoDB,"M. Uhen",,Eurhinodelphis,,,23697,"Cenozoic 5"
70824,PaleoDB,"M. Uhen",,Rhabdosteus,,Rhabdosteus,23697,"Cenozoic 5"
70827,PaleoDB,"M. Uhen",,Siphonocetus,,Siphonocetus,23697,"Cenozoic 5"
70827,PaleoDB,"M. Uhen",,Orycterocetus,,,23697,"Cenozoic 5"
70827,PaleoDB,"M. Uhen",,Kentriodon,,,23697,"Cenozoic 5"
70827,PaleoDB,"M. Uhen",,Eurhinodelphis,,,23697,"Cenozoic 5"
70828,PaleoDB,"M. Uhen","n. gen.",Diorocetus,,,23697,"Cenozoic 5"
70830,PaleoDB,"M. Uhen",,Pelocetus,,,23697,"Cenozoic 5"
70834,PaleoDB,"M. Uhen",,Pelocetus,,,23697,"Cenozoic 5"
70834,PaleoDB,"M. Uhen",,Mesocetus,,,23697,"Cenozoic 5"
70835,PaleoDB,"M. Uhen","n. gen.",Pelodelphis,"n. gen.",Pelodelphis,23697,"Cenozoic 5"
70835,PaleoDB,"M. Uhen",,Mesocetus,,,23697,"Cenozoic 5"
70835,PaleoDB,"M. Uhen",,Xiphiacetus,,Eurhinodelphis,23697,"Cenozoic 5"
70835,PaleoDB,"M. Uhen",,Hadrodelphis,,,23697,"Cenozoic 5"
70835,PaleoDB,"M. Uhen",,Diorocetus,,,23697,"Cenozoic 5"
70838,PaleoDB,"M. Uhen",,Siphonocetus,,Siphonocetus,23697,"Cenozoic 5"
70843,PaleoDB,"M. Uhen",,Zarhachis,,,23697,"Cenozoic 5"
70843,PaleoDB,"M. Uhen",,Cetotherium,,,23697,"Cenozoic 5"
70855,PaleoDB,"M. Uhen",,Aglaocetus,,,23697,"Cenozoic 5"
70865,PaleoDB,"M. Uhen",,Siphonocetus,,,15442,"Cenozoic 6"
71000,PaleoDB,"M. Uhen",,Balaena,,,23794,
71093,PaleoDB,"M. Aberhan",,Balaenoptera,,,23826,"Cenozoic 6"
71101,PaleoDB,"M. Aberhan",,Hemisyntrachelus,,Tursiops,23826,"Cenozoic 6"
71269,Fossilworks,"J. Alroy",,Pontoporia,,,24063,
71269,Fossilworks,"J. Alroy",,Sotalia,,,24063,
71533,PaleoDB,"M. Uhen",,Eurhinodelphis,,,24200,"Cenozoic 5"
71615,PaleoDB,"M. Uhen",,Eurhinodelphis,,Rhabdosteus,24200,"Cenozoic 5"
71615,PaleoDB,"M. Uhen",,Xiphiacetus,,Eurhinodelphis,24200,"Cenozoic 5"
71615,PaleoDB,"M. Uhen",,Siphonocetus,,Siphonocetus,24200,"Cenozoic 5"
71634,PaleoDB,"M. Uhen",,Orycterocetus,,,16985,"Cenozoic 5"
71648,PaleoDB,"M. Uhen","n. gen.",Araeodelphis,,,16985,"Cenozoic 5"
71663,PaleoDB,"M. Uhen",,Kentriodon,,Champsodelphis,24213,"Cenozoic 5"
71794,PaleoDB,"M. Uhen",,Zarhachis,,,24251,"Cenozoic 5"
71794,PaleoDB,"M. Uhen",,Eurhinodelphis,,,24251,"Cenozoic 5"
71795,PaleoDB,"M. Uhen",,Mesocetus,,,24251,"Cenozoic 5"
71796,PaleoDB,"M. Uhen",,Parietobalaena,,,24251,"Cenozoic 5"
71798,PaleoDB,"M. Uhen",,Eurhinodelphis,,Rhabdosteus,24251,"Cenozoic 5"
71798,PaleoDB,"M. Uhen",,Eurhinodelphis,,,24251,"Cenozoic 5"
71798,PaleoDB,"M. Uhen","n. gen.",Metopocetus,,,24251,"Cenozoic 5"
