collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,collection.reference_no,10_my_bin
71799,PaleoDB,"M. Uhen",,Eurhinodelphis,,,24251,"Cenozoic 5"
71799,PaleoDB,"M. Uhen",,Xiphiacetus,,Eurhinodelphis,24251,"Cenozoic 5"
71799,PaleoDB,"M. Uhen",,Orycterocetus,,,24251,"Cenozoic 5"
71800,PaleoDB,"M. Uhen",,Schizodelphis,,Rhabdosteus,24251,"Cenozoic 5"
71801,PaleoDB,"M. Uhen",,Eurhinodelphis,,,24251,"Cenozoic 5"
71801,PaleoDB,"M. Uhen",,Tretosphys,,,24251,"Cenozoic 5"
71801,PaleoDB,"M. Uhen",,Xiphiacetus,,Eurhinodelphis,24251,"Cenozoic 5"
71801,PaleoDB,"M. Uhen",,Kentriodon,,,24251,"Cenozoic 5"
71801,PaleoDB,"M. Uhen",,Rhabdosteus,,,24251,"Cenozoic 5"
71801,PaleoDB,"M. Uhen",,Schizodelphis,,Rhabdosteus,24251,"Cenozoic 5"
71801,PaleoDB,"M. Uhen",,Squalodon,,,24251,"Cenozoic 5"
71801,PaleoDB,"M. Uhen",,Xiphiacetus,,Eurhinodelphis,24251,"Cenozoic 5"
71804,PaleoDB,"M. Uhen",,Kentriodon,,,24251,"Cenozoic 5"
71805,PaleoDB,"M. Uhen",,Scaldicetus,,,24251,"Cenozoic 5"
71805,PaleoDB,"M. Uhen",,Tretosphys,,Tretosphys,24251,"Cenozoic 5"
71806,PaleoDB,"M. Uhen",,Parietobalaena,,,24251,"Cenozoic 5"
71810,PaleoDB,"M. Uhen",,Eurhinodelphis,,,24251,"Cenozoic 5"
71812,PaleoDB,"M. Uhen",,Kentriodon,,,24251,"Cenozoic 5"
71814,PaleoDB,"M. Uhen",,Kentriodon,,,24251,"Cenozoic 5"
71814,PaleoDB,"M. Uhen",,Kentriodon,,,24251,"Cenozoic 5"
71817,PaleoDB,"M. Uhen",,Mesocetus,,Mesocetus,24251,"Cenozoic 5"
71818,PaleoDB,"M. Uhen",,Thinocetus,,,24251,"Cenozoic 5"
71821,PaleoDB,"M. Uhen",,Basilotritus,,Eocetus,24270,"Cenozoic 3"
71916,PaleoDB,"W. Kiessling",,Balaenoptera,,Balaenopteridae,24311,"Cenozoic 6"
71924,PaleoDB,"M. Uhen",,Parietobalaena,,,24251,"Cenozoic 5"
71934,PaleoDB,"M. Uhen",,Caperea,,,24321,
71935,PaleoDB,"M. Uhen",,Caperea,,,24321,
71936,PaleoDB,"M. Uhen",,Caperea,,,24321,
71937,PaleoDB,"M. Uhen",,Caperea,,,24321,
71938,PaleoDB,"M. Uhen",,Caperea,,,24321,
71939,PaleoDB,"M. Uhen",,Caperea,,,24321,
71940,PaleoDB,"M. Uhen",,Caperea,,,24321,
73275,PaleoDB,"M. Uhen",,Kentriodon,,Champsodelphis,24600,"Cenozoic 5"
73276,PaleoDB,"M. Uhen",,Kentriodon,,Champsodelphis,18748,"Cenozoic 5"
73276,PaleoDB,"M. Uhen",,Pachyacanthus,,Pachyacanthus,18748,"Cenozoic 5"
73299,PaleoDB,"M. Uhen",,Champsodelphis,,Acrodelphis,24615,"Cenozoic 5"
73366,PaleoDB,"M. Uhen",,Pachyacanthus,,Pachyacanthus,18748,"Cenozoic 5"
73367,PaleoDB,"M. Uhen",,Pachyacanthus,,Pachyacanthus,24600,"Cenozoic 5"
73486,PaleoDB,"M. Uhen",,Eschrichtius,,Eschrichtius,35837,"Cenozoic 6"
73634,PaleoDB,"M. Uhen",,Delphinapterus,,,24686,"Cenozoic 6"
73637,PaleoDB,"B. Beatty",,Messapicetus,,,24695,"Cenozoic 6"
73664,PaleoDB,"M. Uhen",,Delphinapterus,,Delphinapterus,35031,"Cenozoic 6"
73671,PaleoDB,"M. Uhen",,Pterobalaena,,Balaenoptera,24687,"Cenozoic 6"
73672,PaleoDB,"M. Uhen",,Monodon,,,37230,"Cenozoic 6"
73686,PaleoDB,"M. Uhen",,Globicephala,,,24700,"Cenozoic 6"
73686,PaleoDB,"M. Uhen",,Megaptera,,,24700,"Cenozoic 6"
73686,PaleoDB,"M. Uhen",,Eschrichtius,,Eschrichtiidae,24700,"Cenozoic 6"
73689,PaleoDB,"M. Uhen",,Balaena,,,24705,"Cenozoic 6"
73692,PaleoDB,"M. Uhen",cf.,Balaena,,,24706,"Cenozoic 6"
73693,PaleoDB,"M. Uhen",cf.,Delphinapterus,,,24706,"Cenozoic 6"
73693,PaleoDB,"M. Uhen",cf.,Balaena,,,24706,"Cenozoic 6"
73697,PaleoDB,"M. Uhen",cf.,Balaena,,,24706,"Cenozoic 6"
73708,PaleoDB,"M. Uhen",,Balaena,,,33035,
73710,PaleoDB,"M. Uhen",,Monodon,,,24706,
73711,PaleoDB,"M. Uhen",,Balaena,,,24706,
73712,PaleoDB,"M. Uhen",,Balaena,,,24706,
73713,PaleoDB,"M. Uhen",,Balaena,,,24706,
73714,PaleoDB,"M. Uhen",cf.,Balaena,,,24706,
73726,PaleoDB,"M. Uhen",,Balaena,,,24706,"Cenozoic 6"
73730,PaleoDB,"M. Uhen",,Tursiops,,Tursiops,24709,"Cenozoic 6"
73754,PaleoDB,"M. Uhen",,Balaenoptera,,,24721,"Cenozoic 6"
73755,PaleoDB,"M. Uhen",,Balaena,,,24724,"Cenozoic 6"
73756,PaleoDB,"M. Uhen",,Eschrichtius,,Eschrichtius,24725,
73840,PaleoDB,"M. Uhen",?,Squalodon,,,24749,"Cenozoic 6"
73840,PaleoDB,"M. Uhen",,Pliopontos,,,24749,"Cenozoic 6"
73901,PaleoDB,"M. Uhen",,Cetotherium,,,24838,"Cenozoic 6"
73903,PaleoDB,"M. Uhen",?,Cetotherium,,,24838,"Cenozoic 5"
73903,PaleoDB,"M. Uhen",,Cetotherium,,,24838,"Cenozoic 5"
73989,PaleoDB,"M. Uhen",,Eubalaena,,Cetacea,33370,"Cenozoic 6"
74032,PaleoDB,"M. Uhen",,Rorqualus,,Balaenoptera,24852,
74593,PaleoDB,"M. Uhen",,Mammalodon,,,25069,
74737,PaleoDB,"M. Uhen",,Basilosaurus,,Zeuglodon,26770,"Cenozoic 3"
74737,PaleoDB,"M. Uhen",,Saghacetus,,,26770,"Cenozoic 3"
74738,PaleoDB,"M. Uhen",,Basilosaurus,,Zeuglodon,26772,"Cenozoic 3"
74739,PaleoDB,"M. Uhen",,Dorudon,,Zeuglodon,33108,"Cenozoic 3"
74740,PaleoDB,"M. Uhen","n. gen.",Stromerius,,Zeuglodon,11951,"Cenozoic 3"
74740,PaleoDB,"M. Uhen",,Dorudon,,Prozeuglodon,11951,"Cenozoic 3"
74740,PaleoDB,"M. Uhen",,Saghacetus,,,11951,"Cenozoic 3"
74753,PaleoDB,"M. Uhen",cf.,Balaenoptera,,Balaenopteridae,25068,"Cenozoic 6"
74757,PaleoDB,"M. Uhen",cf.,Pseudorca,,,29600,"Cenozoic 6"
74757,PaleoDB,"M. Uhen",cf.,Orcinus,,,29600,"Cenozoic 6"
74896,PaleoDB,"M. Uhen",,Scaldicetus,,,25229,"Cenozoic 6"
74897,PaleoDB,"M. Uhen",,Scaldicetus,,,25229,"Cenozoic 6"
74929,PaleoDB,"M. Uhen","n. gen.",Archaebalaenoptera,,,25278,"Cenozoic 6"
75061,PaleoDB,"M. Uhen",cf.,Pontistes,,,25326,"Cenozoic 6"
75142,PaleoDB,"M. Uhen",,Tursiops,,,25368,
75142,PaleoDB,"M. Uhen",,Pseudorca,,,25368,
75152,PaleoDB,"M. Uhen",,Amphicetus,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Physeterula,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Balaenula,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Scaldicetus,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Parietobalaena,,Plesiocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Mesocetus,,Plesiocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Aglaocetus,,Plesiocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Heterocetus,,Plesiocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Schizodelphis,,Cyrtodelphis,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Schizodelphis,,Cyrtodelphis,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Heterocetus,,Plesiocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Champsodelphis,,Acrodelphis,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Parietobalaena,,Plesiocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Amphicetus,,Plesiocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Plesiocetus,,Plesiocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Plesiocetus,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Plesiocetus,,Plesiocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Herpetocetus,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Burtinopsis,,Burtinopsis,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Ziphirostrum,,Mioziphius,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Mesocetus,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Xiphiacetus,,Eurhinodelphis,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Mesocetus,,Mesocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Isocetus,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Eurhinodelphis,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Parietobalaena,,Idiocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Eurhinodelphis,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",?,Balaenoptera,,Balaenoptera,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Heterocetus,,,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Parietobalaena,,Heterocetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Champsodelphis,,Acrodelphis,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Amphicetus,,Amphicetus,25229,"Cenozoic 5"
75152,PaleoDB,"M. Uhen",,Phocaenopsis,,Acrodelphis,25229,"Cenozoic 5"
75264,PaleoDB,"M. Uhen",,Eurhinodelphis,,,25229,"Cenozoic 5"
75518,PaleoDB,"M. Uhen",,Basilotritus,,Eocetus,25500,"Cenozoic 3"
75638,PaleoDB,"M. Uhen",,Zygorhiza,,,8819,"Cenozoic 3"
75638,PaleoDB,"M. Uhen","n. gen.",Pontogeneus,"n. gen.",Pontogeneus,8819,"Cenozoic 3"
75638,PaleoDB,"M. Uhen","n. gen.",Basilosaurus,,,8819,"Cenozoic 3"
75739,PaleoDB,"M. Uhen",,Neophocaena,,,25595,"Cenozoic 6"
75776,PaleoDB,"M. Uhen",cf.,Argyrocetus,,,12297,"Cenozoic 5"
75780,PaleoDB,"M. Uhen",,Balaenula,,,12297,"Cenozoic 6"
75782,PaleoDB,"M. Uhen",,Balaenoptera,,,12297,"Cenozoic 6"
75783,PaleoDB,"M. Uhen",,Scaldicetus,,,12297,"Cenozoic 6"
75785,PaleoDB,"M. Uhen",,Balaenula,,,12297,"Cenozoic 6"
75973,PaleoDB,"M. Uhen",,Globicephala,,Globicephalus,25706,
75990,PaleoDB,"M. Uhen",,Balaenoptera,,,12148,"Cenozoic 6"
75990,PaleoDB,"M. Uhen",,Rorqualus,,Balaenoptera,12148,"Cenozoic 6"
75992,PaleoDB,"M. Uhen",,Balaenula,,,12148,"Cenozoic 6"
75993,PaleoDB,"M. Uhen",,Eodelphis,,Delphinidae,41393,"Cenozoic 6"
75997,PaleoDB,"M. Uhen",,Balaenoptera,,,12148,"Cenozoic 6"
75998,PaleoDB,"M. Uhen",,Rorqualus,,Balaenoptera,12148,"Cenozoic 6"
75999,PaleoDB,"M. Uhen",,Scaldicetus,,Ontocetus,12148,"Cenozoic 5"
76000,PaleoDB,"M. Uhen",,Scaldicetus,,Ontocetus,12148,"Cenozoic 6"
76001,PaleoDB,"M. Uhen",,Balaenoptera,,,12148,"Cenozoic 6"
76002,PaleoDB,"M. Uhen",,Orcinus,,,12148,"Cenozoic 6"
76004,PaleoDB,"M. Uhen","""",Megaptera,,,12148,"Cenozoic 6"
76005,PaleoDB,"M. Uhen",,Scaldicetus,,Ontocetus,12148,"Cenozoic 5"
76006,PaleoDB,"M. Uhen",,Burtinopsis,,,12148,"Cenozoic 6"
76006,PaleoDB,"M. Uhen",,Herpetocetus,,,12148,"Cenozoic 6"
76006,PaleoDB,"M. Uhen",,Parapontoporia,,,12148,"Cenozoic 6"
76013,PaleoDB,"M. Uhen",,Kogia,,,12148,"Cenozoic 6"
76013,PaleoDB,"M. Uhen",,Grampus,,,12148,"Cenozoic 6"
76014,PaleoDB,"M. Uhen",aff.,Rorqualus,aff.,Balaenoptera,12148,"Cenozoic 6"
76015,PaleoDB,"M. Uhen",,Mesoplodon,,,12148,"Cenozoic 6"
76019,PaleoDB,"M. Uhen",,Orcinus,,Orca,12148,"Cenozoic 6"
76020,PaleoDB,"M. Uhen",,Pseudorca,,,12148,"Cenozoic 6"
76021,PaleoDB,"M. Uhen",,Orcinus,,,12148,"Cenozoic 6"
76023,PaleoDB,"M. Uhen",,Stenella,,,26986,"Cenozoic 6"
76024,PaleoDB,"M. Uhen",,Pseudorca,,,12148,"Cenozoic 6"
76025,PaleoDB,"M. Uhen","""",Herpetocetus,"""",Mizuhoptera,12148,"Cenozoic 6"
76026,PaleoDB,"M. Uhen",,Balaenoptera,,,12148,
76031,PaleoDB,"M. Uhen",,Eurhinodelphis,,,12148,"Cenozoic 5"
76035,PaleoDB,"M. Uhen",,Mesoplodon,,,12148,"Cenozoic 6"
76038,PaleoDB,"M. Uhen",,Squalodon,,,12148,"Cenozoic 5"
76041,PaleoDB,"M. Uhen",,Eurhinodelphis,,,12148,"Cenozoic 5"
76042,PaleoDB,"M. Uhen",,Stenella,,,12148,
76045,PaleoDB,"M. Uhen",?,Aetiocetus,,,12148,"Cenozoic 4"
76047,PaleoDB,"M. Uhen",,Mesoplodon,,,12148,"Cenozoic 6"
76050,PaleoDB,"M. Uhen",,Pterobalaena,,Balaenoptera,25746,"Cenozoic 6"
76051,PaleoDB,"M. Uhen",,Eubalaena,,Balaena,25746,"Cenozoic 6"
76052,PaleoDB,"M. Uhen",,Balaena,,,25746,"Cenozoic 6"
76053,PaleoDB,"M. Uhen",,Balaena,,Cetacea,25746,"Cenozoic 6"
76054,PaleoDB,"M. Uhen",,Balaena,,Balaena,25746,"Cenozoic 6"
76056,PaleoDB,"M. Uhen",,Megaptera,,Megaptera,25746,"Cenozoic 6"
76057,PaleoDB,"M. Uhen",,Balaena,,,25746,"Cenozoic 6"
76058,PaleoDB,"M. Uhen",,Balaena,,Balaena,25746,"Cenozoic 6"
76129,PaleoDB,"M. Uhen",,Squalodon,,,25806,"Cenozoic 5"
76685,PaleoDB,"M. Uhen",,Basilosaurus,,,25944,"Cenozoic 3"
76969,PaleoDB,"M. Uhen",,Mesoplodon,,Dioplodon,26032,"Cenozoic 6"
76971,PaleoDB,"M. Uhen",,Mesoplodon,,,11911,"Cenozoic 6"
76972,PaleoDB,"M. Uhen",,Mesoplodon,,Dioplodon,26032,"Cenozoic 6"
76973,PaleoDB,"M. Uhen",,Mesoplodon,,Dioplodon,14622,"Cenozoic 6"
76974,PaleoDB,"M. Uhen",,Mesoplodon,,Dioplodon,26036,"Cenozoic 6"
76975,PaleoDB,"M. Uhen",,Mesoplodon,,Dioplodon,26035,"Cenozoic 6"
76977,PaleoDB,"M. Uhen",,Hemisyntrachelus,,Tursiops,26033,"Cenozoic 6"
76977,PaleoDB,"M. Uhen",,Heterocetus,,,26033,"Cenozoic 6"
76977,PaleoDB,"M. Uhen",,Mesoplodon,,Dioplodon,26033,"Cenozoic 6"
76977,PaleoDB,"M. Uhen",,Delphinus,,,26033,"Cenozoic 6"
76978,PaleoDB,"M. Uhen",,Balaenoptera,,,13952,"Cenozoic 6"
76978,PaleoDB,"M. Uhen","n. gen.",Priscophyseter,"n. gen.",Priscophyseter,13952,"Cenozoic 6"
77006,PaleoDB,"M. Uhen",,Mesoplodon,,,26055,
77208,PaleoDB,"M. Uhen",?,Ziphius,,,26142,"Cenozoic 6"
77208,PaleoDB,"M. Uhen",cf.,Mesoplodon,,,26142,"Cenozoic 6"
77208,PaleoDB,"M. Uhen","n. gen.",Xhosacetus,,,26142,"Cenozoic 6"
77208,PaleoDB,"M. Uhen","n. gen.",Nenga,,,26142,"Cenozoic 6"
77208,PaleoDB,"M. Uhen","n. gen.",Africanacetus,,,26142,"Cenozoic 6"
77208,PaleoDB,"M. Uhen","n. gen.",Izikoziphius,,,26142,"Cenozoic 6"
77208,PaleoDB,"M. Uhen","n. gen.",Microberardius,,,26142,"Cenozoic 6"
77209,PaleoDB,"M. Uhen",,Izikoziphius,,,26136,"Cenozoic 6"
77210,PaleoDB,"M. Uhen",,Ziphius,,,26136,"Cenozoic 6"
77211,PaleoDB,"M. Uhen","n. gen.",Pterocetus,,,26859,"Cenozoic 6"
77211,PaleoDB,"M. Uhen","n. gen.",Ihlengesi,,,26859,"Cenozoic 6"
77212,PaleoDB,"M. Uhen","n. gen.",Khoikhoicetus,,,26136,"Cenozoic 6"
77213,PaleoDB,"M. Uhen",,Pterocetus,,,26136,"Cenozoic 6"
77213,PaleoDB,"M. Uhen",,Mesoplodon,,,26136,"Cenozoic 6"
77214,PaleoDB,"M. Uhen",,Nenga,,,26136,"Cenozoic 6"
77226,PaleoDB,"M. Uhen",,Ihlengesi,cf.,Mesoplodon,26142,"Cenozoic 6"
77227,PaleoDB,"M. Uhen",,Platyosphys,,Zeuglodon,26143,"Cenozoic 3"
77358,PaleoDB,"M. Uhen",,Basilosaurus,,Zeuglodon,26183,"Cenozoic 3"
77492,PaleoDB,"M. Uhen",,Herpetocetus,,,26217,"Cenozoic 6"
77492,PaleoDB,"M. Uhen",?,Mesoplodon,,,26217,"Cenozoic 6"
77492,PaleoDB,"M. Uhen",,Delphinus,,,26217,"Cenozoic 6"
77492,PaleoDB,"M. Uhen",cf.,Tursiops,,,26217,"Cenozoic 6"
77496,PaleoDB,"M. Uhen",,Herpetocetus,,,26217,"Cenozoic 6"
77498,PaleoDB,"M. Uhen",,Herpetocetus,,,26798,"Cenozoic 6"
77499,PaleoDB,"M. Uhen",,Semirostrum,,,26217,"Cenozoic 6"
77499,PaleoDB,"M. Uhen",,Herpetocetus,,,26217,"Cenozoic 6"
77519,PaleoDB,"M. Uhen",aff.,Mesoplodon,,,26220,
77581,PaleoDB,"M. Uhen",,Orycterocetus,,,26222,"Cenozoic 6"
77581,PaleoDB,"M. Uhen",,Orycterocetus,,,26222,"Cenozoic 6"
77694,PaleoDB,"M. Uhen",,Squalodon,,,26241,
77694,PaleoDB,"M. Uhen",,Balaenoptera,,,26241,
77749,PaleoDB,"M. Uhen",,Balaenoptera,,,26261,"Cenozoic 6"
77750,PaleoDB,"M. Uhen",,Tursiops,,Tursiops,26261,"Cenozoic 6"
77750,PaleoDB,"M. Uhen",,Eubalaena,,Balaena,26261,"Cenozoic 6"
77753,PaleoDB,"M. Uhen",,Globicephala,,Delphinus,26261,"Cenozoic 6"
77753,PaleoDB,"M. Uhen",,Physeterula,,Homocetus,26261,"Cenozoic 6"
77753,PaleoDB,"M. Uhen",,Mesoplodon,,Mesoplodon,26261,"Cenozoic 6"
77754,PaleoDB,"M. Uhen",,Monodon,,,26261,"Cenozoic 6"
77754,PaleoDB,"M. Uhen",?,Balaenoptera,,,26261,"Cenozoic 6"
77754,PaleoDB,"M. Uhen",,Pseudorca,,,26261,"Cenozoic 6"
78437,PaleoDB,"A. Hendy","n. gen.",Plesiobalaenoptera,,,26389,"Cenozoic 6"
78518,PaleoDB,"M. Uhen",,Brachydelphis,,,26394,"Cenozoic 5"
78518,PaleoDB,"M. Uhen","n. gen.",Nazcacetus,,,26394,"Cenozoic 5"
79676,PaleoDB,"M. Uhen",,Dorudon,,,11950,"Cenozoic 3"
79677,PaleoDB,"M. Uhen",,Basilosaurus,,,11952,"Cenozoic 3"
79678,PaleoDB,"M. Uhen",,Basilosaurus,,,26772,"Cenozoic 3"
79679,PaleoDB,"M. Uhen","n. gen.",Masracetus,,Zeuglodon,15430,"Cenozoic 3"
79680,PaleoDB,"M. Uhen",,Dorudon,,,8335,"Cenozoic 3"
79681,PaleoDB,"M. Uhen",,Basilosaurus,,,26774,"Cenozoic 3"
79682,PaleoDB,"M. Uhen",,Dorudon,,,26775,"Cenozoic 3"
79698,PaleoDB,"M. Uhen",,Saghacetus,,Zeuglodon,11951,"Cenozoic 3"
79699,PaleoDB,"M. Uhen",,Stromerius,,,11951,"Cenozoic 3"
79700,PaleoDB,"M. Uhen",,Saghacetus,,Zeuglodon,26772,"Cenozoic 3"
79701,PaleoDB,"M. Uhen",,Schizodelphis,,,26785,"Cenozoic 5"
79743,PaleoDB,"M. Uhen",,Tusciziphius,,Tusciziphius,26821,"Cenozoic 6"
79757,PaleoDB,"M. Uhen",,Pseudorca,,,26822,"Cenozoic 6"
79793,PaleoDB,"M. Uhen",,Ninoziphius,,,26220,"Cenozoic 5"
79916,PaleoDB,"M. Uhen",cf.,Ziphius,,,26852,
79916,PaleoDB,"M. Uhen",,Mesoplodon,,,26852,
79916,PaleoDB,"M. Uhen",cf.,Orcinus,,,26852,
79916,PaleoDB,"M. Uhen",,Balaenoptera,,,26852,
79916,PaleoDB,"M. Uhen",,Eubalaena,,,26852,
79917,PaleoDB,"M. Uhen",,Physeter,,Physeter,26853,
79930,PaleoDB,"M. Uhen",,Balaenoptera,,,26860,
79949,PaleoDB,"M. Uhen",,Globicephala,,Globicephala,26872,"Cenozoic 6"
79950,PaleoDB,"M. Uhen",,Hoplocetus,,Hoplocetus,26878,"Cenozoic 6"
80236,PaleoDB,"M. Uhen",,Plesiocetus,,,26983,"Cenozoic 6"
80361,PaleoDB,"M. Uhen",,Cetotherium,,,27013,"Cenozoic 5"
80361,PaleoDB,"M. Uhen",,Cetotherium,,,27013,"Cenozoic 5"
80362,PaleoDB,"M. Uhen",,Cetotherium,,,27013,"Cenozoic 5"
80363,PaleoDB,"M. Uhen",,Archaeocetus,,Archaeocetus,27014,"Cenozoic 5"
80364,PaleoDB,"M. Uhen",,Saurocetes,,,27017,"Cenozoic 6"
80365,PaleoDB,"M. Uhen",,Brachydelphis,cf.,Brachydelphis,27020,"Cenozoic 6"
80365,PaleoDB,"M. Uhen",,Balaenoptera,,,27020,"Cenozoic 6"
80365,PaleoDB,"M. Uhen",,Pontistes,,,27020,"Cenozoic 6"
80365,PaleoDB,"M. Uhen",,Pliopontos,,,27020,"Cenozoic 6"
80382,PaleoDB,"M. Uhen",,Delphinus,,,27035,
80604,PaleoDB,"M. Uhen",,Indopacetus,,,27119,
80605,PaleoDB,"M. Uhen",,Indopacetus,,,27119,
80606,PaleoDB,"M. Uhen",,Indopacetus,,,27119,
80607,PaleoDB,"M. Uhen",,Indopacetus,,,27119,
80608,PaleoDB,"M. Uhen",,Indopacetus,,,27119,
80610,PaleoDB,"M. Uhen",,Eschrichtioides,,Balaenoptera,27121,"Cenozoic 6"
80622,PaleoDB,"M. Uhen",,Eschrichtius,,,29778,
80623,PaleoDB,"M. Uhen",,Eschrichtius,,Balaenoptera,12161,
80624,PaleoDB,"M. Uhen",,Eschrichtius,,,27125,
80625,PaleoDB,"M. Uhen",,Eschrichtius,,,27125,
80626,PaleoDB,"M. Uhen",,Eschrichtius,,,29063,
80694,PaleoDB,"M. Uhen",,Tusciziphius,,,46079,
80694,PaleoDB,"M. Uhen",,Hyperoodon,,,46079,
81498,PaleoDB,"M. Uhen",,Pomatodelphis,,,1998,"Cenozoic 6"
81588,PaleoDB,"M. Uhen","n. gen.",Stenasodelphis,,,27517,"Cenozoic 6"
81599,PaleoDB,"M. Uhen",,Mesoplodon,,,27523,
81604,PaleoDB,"M. Uhen",,Basilosaurus,,,18097,"Cenozoic 3"
81668,PaleoDB,"M. Uhen",,Hoplocetus,,,10123,"Cenozoic 5"
81668,PaleoDB,"M. Uhen",,Squalodon,,,10123,"Cenozoic 5"
81670,PaleoDB,"M. Uhen",,Rorqualus,,Balaenoptera,27581,
81821,PaleoDB,"M. Uhen",,Balaena,,,27585,"Cenozoic 6"
81838,PaleoDB,"M. Uhen",,Balaena,,,27585,"Cenozoic 6"
81839,PaleoDB,"M. Uhen",,Balaena,,,27585,
82084,PaleoDB,"M. Uhen",,Tasmacetus,,,27680,
82085,PaleoDB,"M. Uhen",,Tasmacetus,,,27680,
82086,PaleoDB,"M. Uhen",,Tasmacetus,,,27680,
82087,PaleoDB,"M. Uhen",,Tursiops,,,27681,
82087,PaleoDB,"M. Uhen",,Sousa,,,27681,
82088,PaleoDB,"M. Uhen",,Phocoena,,,27682,
82088,PaleoDB,"M. Uhen",,Phocoenoides,,,27682,
82088,PaleoDB,"M. Uhen",,Orcinus,,,27682,
82088,PaleoDB,"M. Uhen",,Delphinapterus,,,27682,
82088,PaleoDB,"M. Uhen",,Mesoplodon,,,27682,
82088,PaleoDB,"M. Uhen",,Berardius,,,27682,
82088,PaleoDB,"M. Uhen",,Physeter,,Physeter,27682,
82088,PaleoDB,"M. Uhen",,Megaptera,,,27682,
82088,PaleoDB,"M. Uhen",,Pterobalaena,,Balaenoptera,27682,
82088,PaleoDB,"M. Uhen",,Balaenoptera,,,27682,
82088,PaleoDB,"M. Uhen",,Rorqualus,,Balaenoptera,27682,
82088,PaleoDB,"M. Uhen",,Eubalaena,,Balaena,27682,
82089,PaleoDB,"M. Uhen",,Peponocephala,,,27683,
82090,PaleoDB,"M. Uhen",,Peponocephala,,,27683,
82091,PaleoDB,"M. Uhen",,Lagenodelphis,,,27684,
82092,PaleoDB,"M. Uhen",,Feresa,,,27685,
82093,PaleoDB,"M. Uhen",,Cephalorhynchus,,,27686,
82528,PaleoDB,"M. Uhen",,Delphinapterus,,,27789,"Cenozoic 6"
82530,PaleoDB,"M. Uhen",,Eschrichtius,,,27789,"Cenozoic 6"
82530,PaleoDB,"M. Uhen",,Delphinapterus,,,27789,"Cenozoic 6"
82530,PaleoDB,"M. Uhen",,Orcinus,,,27789,"Cenozoic 6"
82533,PaleoDB,"M. Uhen",,Delphinapterus,,,27789,"Cenozoic 6"
83454,PaleoDB,"M. Uhen",,Globicephala,,,27683,
83454,PaleoDB,"M. Uhen",,Tursiops,,,27683,
83456,PaleoDB,"M. Uhen",,Pterobalaena,,Balaenoptera,27683,
83456,PaleoDB,"M. Uhen",,Pterobalaena,,Balaenoptera,27683,
83457,PaleoDB,"M. Uhen",,Physeter,,Physeter,27683,
83457,PaleoDB,"M. Uhen",,Kogia,,,27683,
83457,PaleoDB,"M. Uhen",,Tursiops,,,27683,
83458,PaleoDB,"M. Uhen",,Tursiops,,,27683,
83459,PaleoDB,"M. Uhen",,Rorqualus,,Balaenoptera,27683,
83460,PaleoDB,"M. Uhen",,Kogia,,,27683,
83460,PaleoDB,"M. Uhen",,Rorqualus,,Balaenoptera,27683,
83473,PaleoDB,"M. Uhen",,Globicephala,,,27683,
83474,PaleoDB,"M. Uhen",,Globicephala,,,27683,
